Export;EXP-2023-01 (20230707 10:27);;;StationsCode;NL01483;NL01485;NL01486;NL01487;NL01488;NL01489;NL01491;NL01493;NL01494;NL01495;NL01496;NL10107;NL10131;NL10133;NL10136;NL10137;NL10227;NL10230;NL10235;NL10236;NL10237;NL10241;NL10245;NL10246;NL10247;NL10301;NL10318;NL10404;NL10411;NL10418;NL10433;NL10437;NL10441;NL10442;NL10444;NL10445;NL10448;NL10520;NL10537;NL10538;NL10544;NL10547;NL10548;NL10549;NL10620;NL10631;NL10633;NL10636;NL10639;NL10641;NL10722;NL10738;NL10741;NL10742;NL10807;NL10818;NL10918;NL10929;NL10934;NL10937;NL10938;NL49002;NL49003;NL49007;NL49012;NL49014;NL49017;NL49019;NL49020;NL49021;NL49022;NL49551;NL49553;NL49561;NL49564;NL49565;NL49701;NL49703;NL49704
NO2;uur;µg/m³;20100414 07:00;20100414 08:00;49.4;63.8;53.8;41.7;33.4;33.6;45.5;56.3;78.1;61.2;18.5;33.56;16.2;22.27;59.27;28.75;21.43;;35.74;54.07;56.64;42.3;36.97;35.64;46.82;38.68;17.41;24.05;44.13;47.59;55.99;29.83;34.13;;6.05;59.4;53.84;12.24;66.16;5.3;35.02;36.52;36.99;15.84;21.64;9.12;23.68;37.66;56.54;15.46;22.8;14.17;;;16.02;;13.93;19.9;23.25;70.92;19.65;63;17;120;52;37;81;46;57;16;26;29;17;48;25;;20;;13
NO2;uur;µg/m³;20100414 08:00;20100414 09:00;41.7;46.6;36.6;36.8;26.8;20.2;30.6;42.1;50.2;43.5;17.2;30.31;17.18;18.86;51.57;26.47;18.54;;29.32;39.06;48.01;38.17;24.66;25.43;33.16;30.72;12.29;24.81;39.92;39.1;33.81;20.88;23.49;;9.93;49.47;38.94;8.36;58.64;7.95;29.99;39.77;20.82;13.1;18.98;9.52;12.48;23.77;38.71;7.31;22.83;14.04;;;18.16;;12.31;18.61;16.89;57.98;10.96;44;14;117;33;28;77;38;35;9;20;18;14;35;22;;20;21;14
NO2;uur;µg/m³;20100414 09:00;20100414 10:00;41.6;;36.8;38.5;26.1;19.9;35;38.3;46.1;43.3;13.2;28.38;18.83;21.01;48.99;27.9;20.48;;22.09;39.48;46.75;29.85;21.86;26.53;32.39;33.9;15.98;30.82;35.35;32.87;37.44;19.9;22.1;;10.24;56.46;33.42;11.31;63.1;8.68;25.63;29.62;18.88;12.8;19.44;8.54;8.99;18.08;31.05;8.8;16.56;11.46;;;16.87;;10.89;14.39;16.13;39.88;8.88;37;13;105;37;26;57;25;30;10;16;24;13;;24;;16;19;11
NO2;uur;µg/m³;20100414 10:00;20100414 11:00;38.4;;38.4;31.7;27.6;15.7;31.7;43.2;39.7;52.7;14;28.67;17.17;20.74;41.15;29.34;20.8;;26.46;44.32;43.99;32.81;19.59;24.88;31.95;34.38;19.88;25.27;33.28;30.22;34.82;18.86;17.54;;9.2;45.76;39.82;12.55;54.22;9.24;25.24;34.51;13.29;9.69;17.37;7.54;9.38;10.78;25.05;10.85;11.72;11.22;;;13.9;;9.25;9.61;8.85;39.67;13.48;33;13;93;30;25;39;22;26;13;12;16;10;25;17;;12;10;9
NO2;uur;µg/m³;20100414 11:00;20100414 12:00;31.6;37.1;29.2;33.9;22.8;11.8;18.9;25.9;34.9;35.3;24.1;31.82;16.4;19.34;45.97;29.53;15.57;;20.27;37.6;31.07;19.62;18.6;25.18;16.09;28.87;25.64;22.62;33.86;22.56;27.42;12.11;16.88;;8.32;42.12;24.49;11.07;53.09;7.16;29.31;35.58;16.02;8.13;13.22;5.36;10.24;12.93;27.75;7.23;9.9;8.13;;;11.39;;7.3;8.65;8.48;32.67;7.52;31;12;81;25;;39;22;26;11;12;25;10;24;14;;12;9;9
NO2;uur;µg/m³;20100414 12:00;20100414 13:00;28.4;30.8;29.2;23.3;13.1;12.1;14.7;22.3;31.2;30.4;14.6;35.55;16.47;19.08;55.03;31.04;12.98;;17.62;34.23;32.43;13.38;15.14;20.71;12.88;31.33;21.95;14.7;10.54;19.93;16.24;7.14;14.16;;8.28;37.64;17.97;11.07;53.13;9.03;23.77;;12.1;7.2;10.78;3.57;7.45;10.46;25.58;8.27;8.66;6.72;;;11.64;;5.49;4.85;6.87;33.54;5.37;28;12;93;28;20;36;21;23;10;10;17;10;24;12;;11;9;8
NO2;uur;µg/m³;20100414 13:00;20100414 14:00;34;30.2;30.5;30.1;16.3;12.8;13.5;23.4;28.9;43.3;16.1;27.39;16.06;21.92;60.5;36.88;11.1;;12.67;28.73;24.66;11.99;10.89;15.16;9.36;28.27;13.06;29.59;8.34;19.23;19.48;7.88;14.29;;8.67;37.7;22.18;10.63;56.94;7.09;24.77;41.92;12.23;5.98;10;3.27;7.59;9.43;27.56;9.67;9.09;6.02;;;11.31;;4.63;6.07;8.94;33.31;7.61;31;;;30;18;55;20;25;8;9;22;10;22;14;;10;;
NO2;uur;µg/m³;20100414 14:00;20100414 15:00;33.9;32.9;28.4;28.8;16.7;11.5;14.5;24.7;32.3;31;16.4;22.41;13.31;22.88;56.64;26.11;8.58;;11.05;32.11;30.3;10.23;10.19;18.18;9.57;25.6;15.26;19.07;7.89;23.24;25.47;6.59;14.48;;7.24;33.71;22.02;7.56;61.12;6.69;23.33;29.15;15.3;6.16;8.8;3.22;7.56;6.97;28.73;6.21;8.67;7.15;;;11.5;;3.86;6.05;11.74;34.91;8.64;33;11;103;26;16;44;18;22;9;9;21;8;23;15;;10;8;
NO2;uur;µg/m³;20100414 15:00;20100414 16:00;32.3;30.9;34.5;32.2;20.4;10.8;17.5;23.9;32.2;16.8;17.4;21.03;11.44;14.65;59.31;20.81;9.55;;9.28;32.77;36.87;10.22;13.44;14.5;9.29;23.57;17.89;18.41;6.25;20.84;26.65;8.41;15.86;;6.17;35.25;20.47;7.18;64.49;5.93;24.59;23.01;15.55;6.85;8.35;3.52;7.24;8.92;21.1;5.52;8.44;8.47;;;11.45;;7.13;8.77;9.54;35.15;9.02;27;9;105;25;16;42;17;21;7;9;22;7;20;9;;11;10;
NO2;uur;µg/m³;20100414 16:00;20100414 17:00;26.3;28.2;31.4;27.3;18.3;10.4;14.3;27;26.7;17.1;11;21.87;7.49;15.69;57.23;23.75;9.46;;11.02;38.76;49.65;10.44;15.51;16.38;9.1;29.18;15.78;14.13;7.29;18.12;19.19;9.15;17.44;;4.49;35.96;24.44;6.28;66.06;7.59;17.75;21.83;12.87;9.46;8.81;4.37;5.12;9.06;28.34;6.07;9.29;9.52;;;13.93;;10.26;9.03;5.97;34.17;8.74;33;8;94;27;14;42;20;25;7;9;30;6;23;10;;10;9;
NO2;uur;µg/m³;20100414 17:00;20100414 18:00;26.2;27.1;22.2;21.8;17.2;9.5;14.2;25.2;27.8;30.6;11.5;24.03;9.06;15.2;61.52;27.91;11.17;;9.74;31.65;39.37;8.77;17.83;16.32;11.19;34.35;21.53;11.14;7.91;16.59;18.41;8.93;16.32;;4.04;36.85;22.39;8.53;62.01;10.01;18.91;26.73;13.57;12.02;8.16;5.03;4.94;12.92;25.63;6.36;9.99;8.34;;;14.01;;9.08;8.01;4.15;22.57;6.13;31;10;76;40;18;38;22;28;9;11;32;8;23;11;;11;9;
NO2;uur;µg/m³;20100414 18:00;20100414 19:00;25.6;24.7;22.8;28.5;21.6;10.1;17.4;27.9;33.3;34.5;14.3;36.09;9.2;17.57;45.64;22.7;11.42;;11.81;41.73;26.8;13.82;17.45;17.02;12.58;25.13;19.07;11;18.56;18.32;25.45;10.73;16;;6;35.87;25.25;12.99;55.59;8.05;24.49;23.89;19.02;13.31;11.32;6.97;9.34;17.53;28.67;11.31;10.86;19.35;;;15.69;;9;8.45;5.06;31.47;6.71;32;14;69;33;23;41;25;31;14;18;52;12;27;17;;15;14;
NO2;uur;µg/m³;20100414 19:00;20100414 20:00;33.9;38.4;39.4;28.8;21.9;13.8;25.9;33.7;32.5;39.4;15.3;43.33;11.89;26.63;50.92;30.23;19.78;;17.48;57.78;32.12;19.5;21.18;18.82;21.72;17.02;41.11;16.88;20.74;25.84;33.04;13.93;18.92;;9.81;40.84;32.96;12.15;42.96;8.4;23.98;28.52;29.78;22.5;19.97;8.87;13.23;21.12;34.68;18.14;15.3;20.58;;;16.1;;7.61;9.3;9.05;28.69;7.56;24;13;74;22;23;34;23;26;13;19;54;12;27;22;;15;21;
NO2;uur;µg/m³;20100414 20:00;20100414 21:00;51.1;47.3;54.6;32.9;33.4;17.3;26.9;39.3;32.9;63.8;17.8;37.87;19.12;25.68;57.79;36;22.54;;23.52;66.9;38.08;24.5;28.09;24.76;30.69;19.81;30.85;19.84;20.8;35.42;31.4;19.05;23.46;;8.68;33.3;35.95;16.96;25.32;5.77;23.45;26.8;27.99;17.68;24.25;8.2;12.51;31.68;36.37;13.66;15.42;18.63;;;14.92;;6.59;10.04;6.18;29.82;8.5;23;12;70;22;24;21;17;22;12;15;30;11;25;20;;16;25;
NO2;uur;µg/m³;20100414 21:00;20100414 22:00;30.4;40.7;31.8;28.7;26.5;19;20.9;31.9;34.2;59.9;27.6;27.52;35.04;20.89;73.5;38.1;27.55;;22.38;50.53;45.26;24.32;32.18;22.8;37.16;21.88;40.95;26.88;21.32;29.5;28.16;22.56;24.04;;9.06;42.15;27.68;16.9;21.67;7.48;24.44;17.09;15.66;11.29;28.41;6.31;10.75;22.85;33.43;16.37;18.55;13.18;;;14.15;;7.36;11.44;7.46;30.24;8.97;21;10;60;21;28;16;24;19;13;17;17;9;20;17;;17;12;
NO2;uur;µg/m³;20100414 22:00;20100414 23:00;38.6;32.9;29.3;25.8;23.1;14.8;21.3;27.8;29.5;39.7;26.4;23.53;32.97;18.17;52.74;38.6;22.05;;18;37.5;40.08;31.73;32.53;26.18;35.87;29.17;27.71;23.03;14.41;21.34;16.15;18.2;26.09;;10.3;48.74;24.64;10.13;24.11;7.71;22.93;16.18;10.4;11.54;17.35;5.78;9.27;18.32;26.81;12.7;16.74;8.92;;;13.69;;8.85;11.13;7.21;23.94;7.93;22;10;44;25;23;18;25;21;12;16;27;8;19;14;;15;22;
NO2;uur;µg/m³;20100414 23:00;20100415 00:00;46;26.6;33.9;15.6;13.3;12.8;14.7;22.4;19.6;23.4;19.1;20.65;20.13;12.59;52.19;38.7;21.46;;20.93;35.24;33.33;21.14;21.25;33.54;30.62;23.5;25.63;19.99;6.72;18.82;12.48;12.16;21.38;;11.56;32.87;19.54;10.07;22.91;7.09;21.97;15.6;8.01;11.74;13.9;5.44;8.32;11.85;18.15;11;15.98;8.28;;;11.92;;9.54;10.9;6.41;17.51;8;32;9;55;23;23;17;24;21;12;22;33;9;19;16;;12;29;
NO2;uur;µg/m³;20100415 00:00;20100415 01:00;51.3;29.4;33.1;17.6;15.4;11.1;19.2;19;20.1;34.3;24.6;20.63;;10.93;53.43;;20.03;;20.26;15.16;17.72;11.89;18.13;30.47;18.36;9.71;26.62;17.44;59.03;16.38;;10.54;21.09;;7.64;22.41;17.55;8.44;12.53;7.05;;;9.55;10.86;10.89;;6.36;11.14;13.42;14.48;11.55;7.22;;;13.22;;8.56;10.07;6.02;15.19;9.29;33;9;51;26;26;19;22;21;13;24;26;12;17;21;;13;22;
NO2;uur;µg/m³;20100415 01:00;20100415 02:00;49.8;28.3;41.5;15.1;13.9;10.2;16.6;30.2;24.2;37.5;26.7;23.2;11.01;12.48;33.68;23;19.02;;16.66;11.21;18.03;11.11;15.8;21.56;18.67;7.51;28.42;19.99;55.88;15.43;9.34;13.38;16.63;;7.54;20.76;29.75;12.06;16.01;6.88;17.54;14.57;9.21;11.88;10.78;3.85;7.39;12.23;14.54;20.57;12.01;7.29;;;12.91;;8.4;10.41;7.16;13.57;6.63;32;9;50;25;29;22;21;20;13;26;15;16;18;21;;12;38;
NO2;uur;µg/m³;20100415 02:00;20100415 03:00;47.1;30.8;39.7;17.2;15.2;10.5;25.1;32.6;28;47.2;27.7;21.5;10.39;10.72;37.3;26.08;17.41;;12.35;11.69;17.4;13.45;19.18;31.38;18.25;9.66;23.15;15.13;49.56;20.22;11.17;13.93;21.11;;9.08;16.53;30.78;18.76;18.06;6.55;20.36;12.75;9.45;10.9;11.89;4.42;8.32;12.42;14.36;20.66;9.77;7.57;;;12.02;;7.37;11.2;6.72;11.48;8.42;39;10;57;34;35;19;28;31;12;30;15;20;20;31;;13;32;
NO2;uur;µg/m³;20100415 03:00;20100415 04:00;53.1;34;37.4;22;20.5;11.8;28.4;30.5;37.3;43;30.7;22.53;;7.91;49.23;27.14;18.1;;11.18;14.99;16.12;14.88;15.26;24.74;21.33;9.98;41.36;22.05;37.17;22.03;16.88;14.71;23.55;;10.56;18.81;28.86;19.15;16.91;6.5;22.82;16.57;13.94;9.89;15.12;3.82;9;13.49;16.41;13.4;9.43;9.79;;;11.96;;8.08;12.68;6.18;11.73;7.53;46;12;64;29;31;20;29;52;15;31;22;17;24;31;;11;20;
NO2;uur;µg/m³;20100415 04:00;20100415 05:00;58.5;47.9;32;33.3;29.3;17.7;38.2;32.8;58.6;49.7;24.5;27.37;;10.82;60.38;44.89;18.1;;11.18;29.96;32.77;20.44;28.7;31.03;33.37;19.78;44.11;29.61;64.53;26.29;17.82;29.43;20.22;;6.97;26.87;31.64;15.38;31.39;6.51;21.98;25.5;20.19;9.44;19.55;4.09;11.54;20.08;22.46;12.5;9.77;16.99;;;10.94;;9.7;14.03;7.46;19.73;7.83;53;17;81;36;25;30;44;63;19;43;17;10;52;29;;13;21;
NO2;uur;µg/m³;20100415 05:00;20100415 06:00;69.7;68.8;57.7;48.7;43.8;24.7;59.3;68.4;85.3;75.7;36.8;41.38;20.16;11.27;65.92;27.68;27.69;;11.32;46.89;64.29;30.41;51;34.62;55.12;39.15;36.34;59.97;79.65;40.36;41.67;44.03;34.83;;6.44;61.14;66.45;31.98;41.86;6.11;32.44;55.85;32.3;11.8;25.03;4.16;13.73;36.82;40.73;18.56;14.6;20.53;;;14.93;;14.26;15.18;11.63;53.13;11.85;79;47;93;63;56;67;56;73;32;52;29;15;70;47;;24;35;
NO2;uur;µg/m³;20100415 06:00;20100415 07:00;72.7;81.4;70.8;65.6;56;35.8;82.5;84.6;93.2;124.7;42.8;56.53;29.89;25.29;66.33;38.59;35.63;;19.14;67.73;74.34;50.98;51.62;50.56;61.09;46.88;30.96;51.36;62.88;61.9;72.03;49.14;42.59;;9.67;63.09;82.32;43.37;65.86;7.21;54.78;60.06;47.03;17.98;41.75;7.87;21.74;48.87;57.39;31.37;20.19;33.89;;;19.37;;15.49;18.39;15.01;72.06;18.87;91;56;121;69;67;72;;;39;;50;28;76;59;;41;49;
NO2;uur;µg/m³;20100415 07:00;20100415 08:00;63.5;76.3;70.7;70.1;55.4;25;79.5;84.6;83.1;84.2;38.2;54.76;25.19;38.57;82.4;49.44;31.64;;44.65;61.29;79.33;45.77;39.44;41.65;53.15;45.45;25.8;41.02;61.39;65.45;66.05;45.98;35.96;;16.71;69.41;78.65;32.96;63.93;8.05;44.89;51.31;39.18;21.55;41.77;10.02;21.89;36.38;55.26;19.75;21.97;23.5;;;20.39;;16.97;20.32;23.66;66.02;21.38;77;28;122;58;56;52;51;58;23;48;33;25;61;53;;39;44;
NO2;uur;µg/m³;20100415 08:00;20100415 09:00;59.3;68.1;55.8;49;43.9;18.9;45.5;50.4;60;58.6;23.1;39.67;18.33;30.05;60.67;39.01;24.32;;40.62;41.52;47.85;40.45;28.96;37.05;37.54;47.84;26.91;38.21;28.66;48.17;39.66;23.54;31.42;;21.94;;46.86;14.2;64.07;8.04;30.91;35.96;25.9;16.96;34.46;7.59;16.35;28.08;40.51;14.34;21.01;16.09;;;18.56;;15.44;15.18;16.74;48.11;8.32;33;16;85;32;38;44;33;32;23;21;34;23;40;31;;21;27;
NO2;uur;µg/m³;20100415 09:00;20100415 10:00;42.5;51.4;36.8;31;23;19.8;22.6;27.4;41.3;64.6;22.4;33.02;20.39;26.31;46.81;32.58;19.6;;27.41;29.6;35.34;31.8;25.87;30.55;31.29;44.15;25.82;38.95;29.72;35.76;26.12;14.75;27.12;;15.76;53.92;22.28;13.43;47.07;8.56;29.75;37.19;19.42;11.92;27.93;5.29;11.86;15.21;35.92;9.46;14.18;15.66;;;14.91;;10.37;10.19;10.32;35.3;5.4;41;15;97;28;32;47;43;29;;13;;;25;;;10;11;
NO2;uur;µg/m³;20100415 10:00;20100415 11:00;29.9;38.7;27.5;26.1;23.4;16.4;18.7;26.7;34.4;26.2;22.9;34.04;17.91;23.2;45.09;26.49;17;;28.78;27.52;27.91;19.25;24.44;27.08;22.37;34.76;35.6;34.54;22.01;25.49;19.63;16.62;20.9;;8.55;46.62;24.2;12.31;50.88;7.74;26.4;34.7;16.85;12;21.34;4.3;8.63;16.04;38.56;7.28;9.09;10.63;;;13.58;;7.14;8.44;5.98;44.09;8.2;31;14;90;25;30;42;43;26;14;13;20;13;26;16;;10;11;
NO2;uur;µg/m³;20100415 11:00;20100415 12:00;25.2;31.3;24.6;24.2;19.9;12.5;14;20.7;31.7;21.8;20.2;29.47;12.98;20.04;42.74;26.92;15.33;;19.5;31.12;35.24;18.85;22.9;25.8;16.52;30.03;34.34;26.61;21.87;22.82;14.83;13.4;19.02;;9.85;46.92;17.66;10.28;56.22;6.11;25.4;28.98;16.25;9.05;18.2;2.22;7.26;15.35;26.66;6.5;9.07;7.11;;;12.7;;4.29;4.84;6.43;40.24;3.15;28;11;82;24;23;35;33;24;9;11;17;11;25;13;;11;11;
NO2;uur;µg/m³;20100415 12:00;20100415 13:00;26.6;31.3;23.1;25.3;17.8;10.6;;19;31;20.5;16.1;28.97;12.01;20.98;58.71;30.41;12.43;;18.79;30.61;29.09;14.91;21.44;26.05;16.44;30.51;27.32;22.93;14.21;21.83;15.96;10.81;17.2;;6.08;44.95;14.45;9.31;50.05;5.19;19.04;26.95;11.04;5.97;15.97;1.68;8.65;7.98;21.64;7.47;9.56;7.08;;;11.68;;5.26;4.56;4.97;45.23;5.42;35;10;82;25;17;40;32;22;8;10;29;8;20;13;;12;9;
NO2;uur;µg/m³;20100415 13:00;20100415 14:00;26.6;31.1;25.1;29.4;17.1;10.8;15.4;22.8;28.9;20.6;11.9;28.75;11.57;23.5;58.01;37.67;14.23;;16.79;25.9;39.1;11.14;18.3;23.59;12.95;25.51;17.85;19.67;8.06;20.97;26.64;10.61;17.99;;4.52;39.73;20.82;7.36;61.55;7.46;17.4;23.46;16.13;7.09;10.33;0.62;8.67;7.31;24.47;4.92;7.54;5.68;;17.13;11.25;;3.88;5.13;6.49;51.91;4.52;28;9;93;26;19;;28;21;6;9;15;7;20;20;;13;9;
NO2;uur;µg/m³;20100415 14:00;20100415 15:00;26;31.1;24.7;24.3;18.3;10.7;14.2;23.7;28.5;40.3;12.3;27.03;10.52;22.64;62.11;35.31;14.08;;12.85;28.89;32.12;11.13;15.63;18.95;12.32;22.56;13.37;18.34;7.16;21.23;21.52;11.13;13.5;;5.5;37.16;21.57;6.72;59.27;4.67;15.3;22.71;11.77;5.26;9.89;-0.16;6.48;8.34;19.02;1.61;6.52;6.11;;15.71;9.82;;3.03;7.12;4.59;45.06;4.32;30;8;96;;15;46;24;20;6;8;25;8;18;11;;12;6;
NO2;uur;µg/m³;20100415 15:00;20100415 16:00;24.1;30.8;28.4;29.1;14.1;9.7;14.7;23.3;28.3;25.6;15.9;23.08;9.08;22.11;61.29;31.8;12.07;;13.99;33.3;38.55;14.08;15.92;15.74;11.07;30.36;13.79;13.67;5.43;17.65;23.73;11.5;12.51;;5.38;31.83;20.62;5.95;65.81;5.14;12.83;12.91;10.84;6.12;7.4;0.67;4.92;8.98;21.54;1.11;5.94;6.71;;15.61;9.77;;3.76;6.22;7.15;36.96;7.78;;8;81;33;15;43;17;21;5;8;24;11;22;9;;9;6;
NO2;uur;µg/m³;20100415 16:00;20100415 17:00;28.1;31.5;28.1;21.7;13.7;9.9;19.9;26.4;24.9;23.8;19.8;18.01;11.77;19.22;55.06;30.68;15.13;;14.54;32.07;49.49;13.11;16.21;15.3;11.48;17.44;21.14;19.26;6.2;16.23;21.08;10.86;12.77;;12.63;33.37;25.72;5.52;64.08;6.2;10.55;12.43;8.8;4.74;5.4;1.03;5.44;8.65;19.34;0.54;5.54;5.7;;20.59;10.53;;8.22;7.79;4.3;41.65;6.61;37;8;79;31;18;50;21;26;5;9;24;16;23;7;;8;6;
NO2;uur;µg/m³;20100415 17:00;20100415 18:00;32.2;39.8;28.3;27.1;19.6;10.3;37.4;48.2;28.5;32.1;16.9;18.69;8.47;15.29;47.33;22.58;11.58;;15.37;30.07;36.25;11.76;13.32;13.75;14.01;25.23;28.94;18.13;6.81;25.6;24.66;10.67;13.01;;9.44;38.77;45.89;7.51;63.15;8.17;12.17;13.63;13.2;7.95;4.33;1.7;5.89;9.62;18.61;2;5.74;6.5;;19.66;10.92;;7.03;7.88;8.58;28.51;3.45;40;9;72;36;20;51;25;27;7;10;24;7;20;8;;9;5;
NO2;uur;µg/m³;20100415 18:00;20100415 19:00;35.9;40.7;33.9;26.4;19.7;10.3;30.2;46.4;32.5;33.7;9.7;18.47;9.51;16.29;37.03;19.59;13.21;;11.29;32.15;28.31;10.18;13.74;13.26;14.31;19.59;27.15;13.59;4.82;25.05;23.22;15.63;15.47;;5.69;38.72;43.41;9.14;51.43;5.47;13.87;13.17;17.28;9.58;7.76;2.61;7.8;14.68;25.02;2.14;7.07;7.39;;24.19;13.31;;8.46;7.08;3.99;34.07;5.14;41;11;75;30;22;51;31;33;7;12;28;6;23;8;;;9;
NO2;uur;µg/m³;20100415 19:00;20100415 20:00;33.5;36.2;34.1;20.2;18.2;13.5;34.2;27.8;31.2;37.7;13.2;23.65;11.05;18.58;38.01;17.58;15.87;;15.4;30.09;31.95;10.8;17.21;13.14;14.42;14.03;26.25;12.37;7.2;20.93;21.71;12.86;14.67;;7.63;36.04;26.47;15.19;39.21;4.83;21.16;17.19;14.45;8.77;8.68;4;8.19;13.38;22.21;3.46;11.22;10.43;;24.69;14.84;;4.81;9.77;3.54;37.57;5.12;35;19;63;44;24;50;31;28;10;11;27;5;23;13;;8;10;
NO2;uur;µg/m³;20100415 20:00;20100415 21:00;38;37.4;36.6;22.8;21.6;14.9;35.1;32.2;36.7;41.4;8.4;33.65;10.4;17.27;35.92;19.66;18.94;;13.17;30.19;23.9;13.94;16.02;13.98;16.15;23.17;44.91;9.39;7.16;23.47;23.66;16.06;14.88;;3.38;37.17;31.7;9.23;31.47;3.34;20.06;14.76;14.3;9.96;11.33;4.66;15.79;13.27;24.4;5.68;9.31;9.91;;28.61;13.17;;4.07;11.8;3.13;30.41;4.6;24;15;53;27;21;32;22;39;9;10;22;5;23;12;;8;8;
NO2;uur;µg/m³;20100415 21:00;20100415 22:00;28.5;34.8;36.3;18.2;17.9;19.2;32.1;32.5;29;29.2;8.5;23.79;9.31;17.46;25.95;15.56;14.48;;11.89;20.29;19.95;15.94;16.08;17.6;15.76;21.22;41.7;9.57;3.48;21.57;20.95;15.12;19.54;;12.13;28.16;29.84;5.2;29.27;3.17;12.04;9.8;7.7;6.14;11.81;2.33;11.61;10.16;18.88;3.57;11.43;8.79;;27.9;12.5;;2.79;6.69;2.23;30.66;3.17;50;9;52;25;19;30;18;40;7;7;28;5;20;9;;5;5;
NO2;uur;µg/m³;20100415 22:00;20100415 23:00;31.5;29.2;26.3;20.6;18.3;15.4;26.7;33.8;25.9;19;7.7;18.1;10.44;14.08;23.74;14.04;11.96;;13.36;17.97;21.82;11.24;17.89;18.49;18.88;9.86;38.81;6.9;3.52;23.16;18.1;10.32;16.41;;17.06;22.11;30.85;4.71;23.1;4.43;8.5;6.51;5.7;3.78;6.87;0.77;8.72;6.73;14.3;1.9;8.48;5.84;;19.27;10.72;;3.43;4.74;1.7;19.57;3.17;23;7;40;20;14;24;16;17;5;6;22;6;12;8;;3;5;
NO2;uur;µg/m³;20100415 23:00;20100416 00:00;29.7;30;26.9;11.5;10.4;11.2;21.8;18.3;22.4;14.2;6.4;13.83;8.64;11.53;23.07;14.98;11.46;;13.04;12.81;19.98;8.39;12.14;16.73;14.6;9.31;39.02;6.65;;14.12;17.42;9.15;12.67;;8.81;17.22;16.76;5.37;18.71;4.89;11.2;6.43;5.2;2.75;4.71;-0.03;6.88;6.08;9.03;-0.53;7.98;5.32;;19.47;9.73;;2.86;4.02;1.24;18.93;3.45;28;9;48;22;16;24;17;28;4;10;22;4;17;9;;6;8;
NO2;uur;µg/m³;20100416 00:00;20100416 01:00;29.8;20.6;23.8;18.8;10.5;7.6;16.5;19.2;13.1;24.5;6.4;14.27;;10.04;14.77;11.36;11;;10.3;10.88;16.2;6.05;12.68;8.85;10.97;5.23;34.03;10.3;;14.74;15.35;7.84;8.42;;17.72;18.31;17.6;5.62;14.43;1.64;;;2.77;3.55;7.88;;5.86;5.18;7.34;8.8;5.16;3.14;;;8.08;;3.28;3.97;0.6;13.3;3.13;26;10;43;21;17;19;15;30;3;9;22;3;17;8;;7;7;
NO2;uur;µg/m³;20100416 01:00;20100416 02:00;25.5;18.3;21.4;14.8;8.9;8.8;13.4;19.1;13.2;29;6.3;18.88;;10.51;17.87;12.26;9.36;;8.27;8.15;13.88;6.06;11.5;10.04;7.39;5.02;20.78;7.71;;12.35;12.11;4.64;12.36;;17.92;12.06;17.63;4.11;12.42;2.99;34.75;5.26;2.97;2.63;6.98;1.78;6.23;7;8.38;26.52;4;2.2;;;7.76;;2.74;5.05;1.72;7.4;3.81;26;7;40;19;15;18;15;23;2;10;18;2;15;8;;3;8;
NO2;uur;µg/m³;20100416 02:00;20100416 03:00;26.7;19.3;22.5;13.7;10.9;7.6;21.6;27.6;22.5;24;5.7;16.26;;9.5;15.51;12.08;7.7;;7.18;6.24;10.04;5.42;15.01;8.51;5.71;5.05;8.8;4.33;;13.56;17.29;6.92;;;13.18;7.17;23.55;3.82;15.03;3.56;13.87;3.88;2.89;2.12;6;2.59;17.65;8.1;11.3;22.42;3.49;2.87;;;7.16;;2.66;6.26;2.31;9.45;3.41;26;4;36;16;14;23;13;24;2;7;16;3;20;7;;3;6;
NO2;uur;µg/m³;20100416 03:00;20100416 04:00;19;48.9;38.4;17.7;15.1;12;31.5;43.6;38.1;26.7;6.5;12.99;;8.49;18.98;11.06;7.17;;5.17;3.74;9.22;6.41;18.33;9.84;5.55;9.09;6.44;6.33;;20.94;12.87;16.39;;;3.22;14.12;43.3;4.62;14.37;2.28;26.01;7.69;3.7;4.34;10.83;2.79;11.87;7.28;8.46;5.72;3.86;8.12;;;7.46;;3.71;5.48;0.04;19.99;4.83;21;5;41;22;17;14;12;28;3;13;25;3;14;7;;8;6;
NO2;uur;µg/m³;20100416 04:00;20100416 05:00;23.1;36.7;38.9;28;20.5;12.8;28.3;49.1;39.2;16.1;10.4;10.99;;7.5;20;8.13;7.83;;6.12;15.15;16.96;9.32;30.22;14.68;12.33;11.03;11.38;6.5;;22.57;34.6;26.22;;;4.37;13.02;44.61;6.63;26.86;3.4;29.22;14.19;8.32;3.29;16.49;2.12;10.79;7.51;12.36;51.68;5.95;14.82;;;7.59;;4.51;6.01;0.11;15.51;5.56;21;9;54;21;21;15;16;27;6;20;27;4;19;9;;7;8;
NO2;uur;µg/m³;20100416 05:00;20100416 06:00;32.4;51.8;33.7;32.1;20.4;18.1;31.6;51.7;39.1;33.2;10.8;16;;8.22;28.63;8.26;14.92;;8.31;44.95;54.69;17.75;55.6;20.38;32.39;10.68;32.01;17.35;;21.24;47.85;26.47;35.23;;27.69;32.39;58.47;12.53;62.33;5.87;45.48;24.15;15;4.06;17.54;3;9.82;18.57;44.33;59.99;10.66;21.9;;;8.75;;5.17;8.98;1.09;31.35;10.61;43;19;111;39;34;36;33;59;16;33;22;3;38;22;;25;20;
