Export;EXP-2023-01 (20230707 08:36);;;StationsCode;NL01483;NL01485;NL01486;NL01487;NL01488;NL01489;NL01491;NL01493;NL01494;NL01495;NL01496;NL10107;NL10131;NL10133;NL10136;NL10137;NL10227;NL10230;NL10235;NL10236;NL10237;NL10241;NL10245;NL10246;NL10247;NL10301;NL10318;NL10404;NL10411;NL10418;NL10433;NL10437;NL10442;NL10444;NL10445;NL10448;NL10520;NL10537;NL10538;NL10544;NL10547;NL10548;NL10549;NL10620;NL10631;NL10633;NL10636;NL10639;NL10641;NL10644;NL10722;NL10738;NL10741;NL10742;NL10807;NL10818;NL10918;NL10929;NL10934;NL10937;NL10938;NL49002;NL49003;NL49007;NL49012;NL49014;NL49017;NL49019;NL49020;NL49021;NL49022;NL49551;NL49553;NL49561;NL49564;NL49565;NL49701;NL49703;NL49704
NO2;uur;µg/m³;20111107 11:00;20111107 12:00;43.5;40.5;40.7;32.5;26.5;16.8;19.7;27;41.6;25.2;36.2;24.75;12.6;32.31;37.32;36.21;16.67;20.44;15.9;30.01;31.67;16.88;20.7;20.42;20.95;;20.46;25.44;36.1;29.23;23.83;18.47;24.22;12.82;39.47;27.58;23.21;50.76;7.2;22.55;21.09;22.84;16.32;24.29;7.77;11.65;;25.66;26.06;;12.26;11.35;30.56;25.01;10.24;8.9;6.77;11.01;9.08;25.55;6.34;;20;78;26;;40;21;25;17;24;31;11;29;25;28;21;21;14
NO2;uur;µg/m³;20111107 12:00;20111107 13:00;45.2;39;36.6;28.3;25;17.6;18;24.9;38.4;22.4;36;27.73;14.51;32.91;40.04;37.86;18.71;21.69;16.14;27.78;34.74;16.6;20.12;21.28;19.49;;21.21;27.58;22.61;32.46;23;16.88;24.56;14.12;46.64;25.72;18.96;38.34;6.52;21.9;24.52;21.39;15.26;25.51;9.33;12.09;;27.82;17.49;;14.77;11.31;31.73;24.67;10.73;9.48;8.02;11.82;7.69;26.68;5.48;;18;72;25;24;33;20;24;20;20;25;13;25;21;26;20;18;12
NO2;uur;µg/m³;20111107 13:00;20111107 14:00;47.5;41.7;33.7;31.4;27.2;;16.3;31.2;37.8;20.1;25.4;28.13;14.95;34.59;47.18;38.2;21.08;16.09;15.49;31.09;32.82;18.33;19.42;22.89;21.59;;21.85;22.7;22.32;27.66;24.47;17.45;22.41;17.12;36.48;26.46;23.93;36.8;6.96;;29.21;23.05;16.02;29.83;10.37;11.51;;33.64;17.19;;14.93;14.57;38.44;23.84;11.12;10.16;9.22;12.17;7.58;28.87;7.8;;18;69;28;25;36;21;28;20;18;23;18;29;24;24;19;;14
NO2;uur;µg/m³;20111107 14:00;20111107 15:00;47.5;43;34.4;32.2;31.2;;20.1;33.6;41.6;17.3;27;32.27;16.32;36.2;46.07;37.18;19.49;18.64;16.37;34.49;34.66;24.13;20.05;22.97;23.65;;21.28;23.92;21;30.94;26.83;20.39;20.23;15.19;38;35.45;25.91;41.61;10.97;;37.69;25.69;18.09;25.75;10.15;12.91;;36.97;15.39;;12.9;16.41;42.15;29.07;13.63;12.2;10.56;12.19;9.02;29.89;10.34;;23;66;30;25;39;23;28;21;21;25;19;30;22;;20;;15
NO2;uur;µg/m³;20111107 15:00;20111107 16:00;53.1;47.5;39.9;41.2;34.9;;24.5;39.5;45.3;22.3;27.2;36.12;16.08;39.02;42.95;39.36;27.18;18.35;15.49;35.12;43.84;24.55;21.58;22.44;26.05;;23.64;24.17;21.64;34.22;32.67;18;23.61;16.26;42.37;41.01;20.95;63.54;9.86;;45.71;27.15;18.7;17.78;10.04;14.38;;38.41;19.4;;12.46;19.06;45.41;28.77;16.36;11.96;11.78;13.09;10.25;31.66;8.92;36;23;77;39;25;44;27;40;23;23;28;23;32;32;23;22;33;19
NO2;uur;µg/m³;20111107 16:00;20111107 17:00;55.8;46.6;41.6;46.4;33.2;26.8;26.6;52.3;50.6;24.9;31.3;40.63;15.32;40.41;43.54;41.02;24.76;19.66;17.33;32.69;45.79;21.91;26.52;28.15;26.8;;25.81;25.44;23.31;32.21;35.27;20.29;30.24;18.05;38.68;44.39;25.72;56.26;9.72;21.35;44.2;35.35;20.22;19.55;12.6;15.03;;36.32;16.27;;15.34;23.54;61.93;26.88;18.96;12.53;12.64;15.86;13.59;33.02;9.58;37;23;69;43;24;40;24;43;21;21;30;21;28;29;24;23;38;19
NO2;uur;µg/m³;20111107 17:00;20111107 18:00;57.7;40.7;39.5;37.5;30.6;29.6;30.1;43.9;42.9;27.1;35.8;36.87;16.66;40.9;42;40.16;28.61;18.27;18.74;31.78;34.99;20.67;27.84;27.43;29.68;;22.78;23.39;29.15;32.51;30.09;17.84;27.47;14.79;42.22;47.94;28.8;54.26;11.28;21.5;36.09;37.56;21.75;19.95;15.23;16.28;;41.49;18.41;;14.96;22.81;50.12;26.96;16.88;15.4;13.73;17.94;16.56;23.64;11.26;31;24;59;37;25;40;27;38;23;23;30;26;28;24;22;22;35;18
NO2;uur;µg/m³;20111107 18:00;20111107 19:00;38.7;41.7;33.6;39.3;31.9;26.8;27.1;47.5;42;25.9;32.9;36.02;22.15;39.97;42.84;39.69;42.1;17.35;15.8;35;31.59;19.39;27.13;21.81;28.26;;24.7;22.5;28.48;33.97;26.97;19.27;29.91;16.25;37.98;47.29;29.35;56.1;9.66;23.95;33.77;35.59;22.5;21.97;17.07;18.27;;37.13;21.52;;13;15.76;41.6;27.14;13.2;16.89;13.37;17.12;13.99;23.85;14.28;34;25;59;36;25;35;29;41;24;23;29;24;30;25;25;19;33;17
NO2;uur;µg/m³;20111107 19:00;20111107 20:00;43.6;33.5;33;34.8;30.6;23.5;28;38.1;37.3;23;48.4;31.86;27.89;41.29;44.63;42.92;46.71;16.86;15.39;38.96;36.49;17.39;22.43;16.65;34.79;;21.75;22.76;51.72;33.5;25.28;22.23;23.98;19.67;36.21;47.26;25.32;52.17;9.57;25.64;33.87;30.49;20.83;18.42;16.25;20.22;;28.43;22.33;;12.94;15.39;38.14;22.43;13.16;17.36;13.2;18.34;12.13;24.58;12.38;33;27;54;36;28;35;30;42;27;26;30;23;31;29;25;22;37;18
NO2;uur;µg/m³;20111107 20:00;20111107 21:00;41.7;24.7;29;32.2;27.1;22.7;24.5;41.4;27.6;20.5;26.6;31.9;35.62;38.72;42.47;41.39;40.84;23.35;15.61;39.6;43.38;19.93;22.69;15.24;46.1;;20.66;22.21;64.52;32.09;29.03;18.12;19.58;21.11;29.54;43.78;29.27;38.72;10.71;28.63;29.31;27.13;17.93;16.76;11.04;16.58;;27.18;17.15;;13.73;14.49;31.81;23.57;12.83;18.36;12.22;21.13;9.81;20.43;8.49;39;23;50;31;27;33;30;47;21;27;29;27;31;28;23;21;46;20
NO2;uur;µg/m³;20111107 21:00;20111107 22:00;34.2;23;34.1;35.2;25.3;22;19.8;39.3;28.1;18.8;22;33.98;36.76;36.73;39.04;36.61;41.06;29.98;17.72;53;48.11;20.44;23.35;16.16;47.91;;25.4;18.77;59.28;31.98;32.31;15.18;17.4;21.28;27.68;39.34;25.86;35.24;11.59;19.41;23.34;19.43;14.27;17.53;10.3;16.66;;29.17;18.05;;15.77;12.7;30.91;25.72;14.23;16.38;11.41;19.78;9.74;15.32;7.26;30;18;46;30;20;27;24;36;20;;32;25;29;26;18;19;39;18
NO2;uur;µg/m³;20111107 22:00;20111107 23:00;43.7;23.7;30.5;28.8;23.6;23.2;21.6;29.7;26.4;23.4;25.1;32.67;34.87;33.3;37.87;36.64;40.67;38.69;32.46;49.9;47.33;26.54;22.29;18.6;44.86;;30.54;15.55;36.23;30.91;28.92;16.71;19.83;16.27;23.19;32.24;19.54;29.28;12.31;20.23;23.26;19.62;15.48;17.57;10.27;14.81;;29.05;15.69;;17.5;13.44;31.15;24.99;15.38;15.4;12.34;15.61;9.55;12.34;6.72;29;17;43;28;16;22;23;;18;18;19;22;31;22;14;16;31;15
NO2;uur;µg/m³;20111107 23:00;20111108 00:00;34.8;21.7;27.9;26.8;21.9;22;20.1;29.8;23.1;23.5;23.1;32.92;31.44;34.76;36.67;36.38;38.1;43.24;41.15;44.87;44.42;36.44;27.97;25.66;42.27;;45.16;18.22;20.69;31.17;29.7;19.43;23.66;14.25;27.12;27;23.37;22.16;13.53;22.72;17.36;16.38;13.89;19.51;11.36;13.35;;25.22;12.52;;17.58;14.45;34.72;26.66;16.52;13.95;12.48;12.5;9.65;12.84;8.58;31;17;34;28;17;24;19;36;18;20;15;19;26;21;14;16;23;16
NO2;uur;µg/m³;20111108 00:00;20111108 01:00;33.5;26.5;36.5;29.4;26.3;28.4;22.1;29;24.6;23.6;22.6;31.33;30.97;32.28;36.05;34.09;37.28;39.38;36.37;40.19;41.74;41.63;42.09;40.06;39.72;;44.67;19.92;18.3;37.13;29.81;32.32;34.75;10.84;;32.12;24.19;15.45;13.07;19.79;15.33;;14.47;;12.17;17.89;;26.58;17.48;;17.71;15.5;23.2;20.66;15.09;11.62;12.69;;8.76;15.07;13.68;35;15;33;27;16;20;16;25;16;17;17;20;20;18;13;18;18;24
NO2;uur;µg/m³;20111108 01:00;20111108 02:00;39.1;33.1;38;35;34.4;33;30.7;37;34.2;31.9;26.6;31.34;32.46;32.25;35.03;34.72;38.1;36.82;31.44;34.63;35.83;38.47;39.81;40.61;38.18;;43.89;24.91;24.86;42.83;37.62;35.81;33.81;12.5;;37.35;17.45;13.94;10.94;15.74;14.02;15;15.09;23.54;11.77;18.62;;20.11;15.3;;17.75;17.71;23.1;21.57;13.9;10.65;10.76;10.54;9.7;12.99;12.79;24;17;30;21;14;20;14;22;13;16;;;17;;14;17;18;18
NO2;uur;µg/m³;20111108 02:00;20111108 03:00;39.7;36.4;36.6;32.4;31.1;28.5;29.3;28.5;31.1;34.5;37.1;30.09;25.36;30.66;34.37;34.23;38.69;31.48;27.5;30.84;32.12;34.47;31.88;32.56;35.81;;42.2;24.04;27.52;33.39;34.94;32.76;30.44;13.39;24.17;27.95;22.74;14.41;9.94;16.33;16.66;17.6;17.38;18.8;12.23;14.94;;15.77;13.8;;18.18;18.67;20.5;20.56;12.47;10.44;9.5;10.11;11.11;9.14;9.94;23;18;29;20;16;21;14;23;16;17;17;16;19;15;14;18;19;20
NO2;uur;µg/m³;20111108 03:00;20111108 04:00;35.9;30.3;35.7;26.8;26.9;23.8;24.7;23.9;26.7;23.5;37.2;27.02;23.37;29.84;33.76;31.8;38.01;24.13;29.79;23.69;25.68;29.04;27.99;28.48;30.49;;39.49;19.91;25.69;27.82;24.34;26.04;25.8;12.84;19.98;22.6;26.06;16.08;9.86;19;16.82;17.75;17.67;14.62;11.93;13.65;;17.77;17.55;;16.11;18.25;23.12;23.95;10.46;9.57;8.82;10.77;8.69;9.72;9.09;24;18;30;22;19;20;17;24;16;18;16;19;22;17;16;19;23;19
NO2;uur;µg/m³;20111108 04:00;20111108 05:00;34.6;23.3;27.1;20.5;20.1;19;19.2;18.6;22.2;19.8;27.7;27.96;20.11;28.8;36.52;33.94;36.2;19.59;29.37;27.04;28.92;17.03;22.93;18.59;28.55;;38.87;15.27;19.78;22.9;21.29;20.82;19.25;15.36;15.91;18.03;20.38;18.29;9.24;17.65;17.56;18.44;18.31;18.38;11.49;17.22;;19.74;18.15;;14.56;17.53;26.83;25.99;10.11;9.38;8.06;10.95;7.77;11.9;11.39;21;20;34;20;17;19;14;23;16;18;16;18;24;20;18;19;23;20
NO2;uur;µg/m³;20111108 05:00;20111108 06:00;41.7;23.6;26.9;21.3;21.3;23.2;20.2;35.9;25.2;17.3;21.9;26.97;22.76;27.2;35.25;35.11;35.05;24;25.66;34.53;38.07;18.27;23.2;20.11;34.09;;36.58;15.48;17.99;25.43;18.8;19.88;25.53;16.81;19.01;28.23;22.06;20.15;8.67;20.06;22.47;20.42;19.08;20.87;10.08;18.39;;25.07;19.36;;15.13;16.91;31.85;24.49;10.49;10.16;8.24;10.31;7.82;12;11.01;28;20;36;26;17;;16;29;14;18;17;16;26;22;19;19;21;21
NO2;uur;µg/m³;20111108 06:00;20111108 07:00;49.1;31.2;31.7;37.2;29.5;29;29.2;40.2;34.6;24.8;31.7;26.19;23.05;23.13;36.98;34.97;35.23;30.67;25.94;33.99;39.08;23.88;28.98;25.35;35.74;;36.37;24.63;26.71;34.43;30.97;26.8;28.24;19.05;27.47;46.14;29.9;23.56;8.64;26.07;30.38;25.9;23.59;23.52;10.62;21.59;;40.95;18.71;;15.86;19;37.25;27.76;11.38;11.06;9.08;10.7;8.05;21.25;11.42;38;23;63;;20;23;23;35;18;21;21;19;32;;20;21;;24
NO2;uur;µg/m³;20111108 07:00;20111108 08:00;46.7;38.7;;34.8;30.1;31.7;28.5;51.1;33.5;35;35.2;25.75;24.38;26.83;36.09;34.48;34.21;35.43;23.98;38.4;48.15;28.49;30.2;30.51;34.92;;36.21;32.52;31.89;37.11;34.58;28.9;28.74;22.95;34.13;45.11;33.6;50.05;9.74;32.59;34.33;31.8;24.71;29.29;12.77;25.92;;48.29;20.81;;17.3;28.78;45.58;31.17;15.67;13.33;9.91;11.62;8.76;46.94;12.06;54;25;85;53;26;31;27;54;24;26;23;20;36;31;24;23;;29
NO2;uur;µg/m³;20111108 08:00;20111108 09:00;56.8;37.2;;39.1;33.2;33.3;29.4;63.8;36.6;37.8;35;24.45;24.51;28.23;35.05;33.8;31.64;30.82;22.75;43.67;47.8;28.14;30.02;27.49;34.79;;35.69;32.39;44.2;39.71;36.59;28.9;30.72;25.2;35.1;62.43;30.41;51.68;11.64;34.85;33.82;32.05;25.37;28.65;13.85;25.32;;50.89;20.85;;17.87;24.72;44.05;29.75;16.48;13.33;10.53;11.69;10.6;40.34;10.94;58;27;85;53;30;33;30;51;26;31;27;22;38;35;26;26;26;29
NO2;uur;µg/m³;20111108 09:00;20111108 10:00;58.9;34.4;;42.8;30.4;30;28.4;48.1;35.3;36.6;34.5;25.51;24.67;27.46;35.23;32.69;28.66;28.63;23.13;41.55;38.98;25.83;28;26.27;33.56;;33.51;32.09;35.83;39.91;34.81;27.51;27.54;25.07;37.75;50.76;32.81;43.29;12.07;33.01;34.91;28;22.84;26.67;16.13;24.74;;46.03;17.44;;16.99;17.84;39.03;26.27;16.68;13.37;11.22;11.25;10.06;42.45;11.31;54;27;71;50;29;34;29;51;;30;28;21;36;32;26;26;27;28
NO2;uur;µg/m³;20111108 10:00;20111108 11:00;67.8;34.2;;40.5;29;28.8;27.7;48.1;33.7;37.7;34.2;25.05;27.48;26.52;32.11;31.51;27.96;28.57;22.1;35.9;41.42;16.7;28.66;26.56;33.67;;33.67;30.86;44.87;39.77;34.31;28.18;26.96;23.58;37.63;53.48;33.57;41.27;;32.87;29.35;25.29;20.52;23.4;15.87;25.22;;40.34;16.88;;16.84;23.03;44.13;25.96;16.49;12.97;11.77;11.41;10.72;38.62;11.8;56;27;66;53;29;35;29;46;24;30;30;25;34;32;24;;28;29
NO2;uur;µg/m³;20111108 11:00;20111108 12:00;60.7;34.5;;42.3;32.4;30.5;27.9;52.2;35.2;38.6;33;24.64;28.63;27.86;30.57;27.24;27.83;28.92;21.71;37.18;41.61;26.26;28.1;28.34;29.61;;34.01;33.05;45.49;37.12;34.31;28.15;27.25;24.73;37.67;56.33;36.03;45.39;;29.07;27.78;25.49;21.92;25.23;16.24;21.29;;39.64;19.07;;16.74;23.11;45.54;25.16;16;13.34;12.36;12.4;10.7;28.77;11.64;57;27;62;45;29;36;29;50;26;30;27;23;34;30;25;21;29;28
NO2;uur;µg/m³;20111108 12:00;20111108 13:00;41.1;36.7;;34.3;31.8;30;27.5;51.8;36.5;28.6;30.1;25.36;30.24;30.67;38.89;;25.8;29.97;22.97;49.47;40.91;24.86;26.96;27.8;27.91;;36.32;28.94;45.65;37.6;36.73;28.76;27.8;23.36;32.6;62.34;29.72;45.8;;29.73;26.95;25.41;20.4;22.54;15.72;22.76;;44.56;19;;16.09;;35.79;24.42;15.77;13.29;11.83;12.3;12.69;39.55;13.79;57;24;61;54;27;34;27;50;24;29;27;23;30;28;22;21;26;27
NO2;uur;µg/m³;20111108 13:00;20111108 14:00;42.8;35;;42;32.3;30.7;27.5;62.2;34.8;29.3;31.8;26.49;29.33;30.85;37.06;;25.16;33.48;23.55;47.23;40.36;28.95;28.74;25.73;27.88;;33.62;28.52;47.93;40.49;39.06;27.94;28.92;23.29;33.78;59.96;32.24;55.46;13.76;27.86;29.89;24.78;20;23.13;16.6;20.3;;35.11;20.25;;15.67;18.37;33.41;23.22;15.9;14.15;11.93;13.79;14.92;36.89;14.35;56;24;65;59;27;33;29;40;27;29;26;21;36;28;24;20;28;24
NO2;uur;µg/m³;20111108 14:00;20111108 15:00;58.6;37.6;;42;35.2;32.8;32.4;52.9;39.4;33.9;32;25.48;31.39;31.71;37.84;;27.98;35.65;26.07;55.56;48.41;33.69;33.4;32.79;33.19;;36.01;34.72;47.32;41.62;39.16;31.62;30.56;28.84;40.09;;34.85;65.9;13.86;32.31;40.43;29.71;23.32;24.97;18.53;21.08;;47.95;24.89;;18.3;22.41;34.87;25.65;17.09;15.57;13.68;14.66;14.63;44.22;13.37;41;28;75;47;;53;30;44;30;33;29;22;43;36;28;19;37;23
NO2;uur;µg/m³;20111108 15:00;20111108 16:00;92.2;42.1;;51.4;36.9;35.6;39.9;55;41.6;43.8;40.7;27.11;37.73;34.01;39.55;41.25;34.85;30.6;29.83;67.02;66.29;60.52;40.39;38.96;44.02;;36.66;42.31;36.76;45.67;42.68;33.97;32.95;31.53;46.46;73.59;31.41;62.77;14.33;38.33;48.06;34.23;30.92;29.6;19.42;27.64;;80.71;27.42;;22.36;26.05;44.59;27.32;19.28;18.06;14.8;16.7;14.89;56.09;15.96;46;32;84;51;;47;31;48;35;39;31;27;45;41;29;22;35;26
NO2;uur;µg/m³;20111108 16:00;20111108 17:00;81;41.5;;52.8;39.1;40;37.3;64.5;42.5;45.4;49.4;39.16;31.91;33.86;43.51;43.55;43.97;36.3;29.28;50.31;62.87;37.31;40.22;39.78;46.3;;36.08;43.31;39.96;45.68;45.75;35.54;;36.49;48.37;64.32;41.35;65.08;17.57;41.32;48.9;41.22;37.14;32.26;22.22;30.28;;54.1;28.27;;27.13;32.12;49.38;36.13;23.37;21.59;16.64;18.57;17.13;46;18.56;63;35;75;52;;46;40;55;41;43;36;31;50;43;38;28;37;32
NO2;uur;µg/m³;20111108 17:00;20111108 18:00;75.7;41.9;;65.7;42;43.1;39.2;63.2;45.2;43.9;58.4;38.64;28.61;30.95;41.64;41.74;49.63;39.12;32.56;53.02;75.19;39.38;41.43;39.59;48.87;;35.16;46.03;41.54;48.9;46.89;37.37;;41.96;50.71;66.55;46.96;77.16;20.65;46.8;50.67;44.34;40.51;34.53;24.26;40.65;;53.52;33.2;;29.11;33.6;66.51;37.3;26.44;24.8;18.71;18.59;17.43;41.85;17.75;72;42;72;54;;48;43;57;47;46;36;34;50;49;43;33;40;37
NO2;uur;µg/m³;20111108 18:00;20111108 19:00;75.4;42.9;;64.7;47.5;44.2;42.4;69.8;45.9;48.5;58.8;38.07;31.66;16.1;46.04;44.62;44.62;40.12;30.75;56.23;66.35;41.56;41.65;38.49;48.77;;35.1;46.81;42.27;51.84;48.65;39.74;43.58;41.15;55.9;73.89;48.33;61.74;21.6;46.48;47.4;41.41;39.4;35.35;26.37;39.66;;50.57;34.14;;29.58;34.54;48.6;44.89;29.78;25.51;20.46;20.74;18.5;38;17.26;73;44;58;57;;55;43;61;45;47;36;35;50;45;40;35;44;42
NO2;uur;µg/m³;20111108 19:00;20111108 20:00;59.4;43.3;;56.9;48;42.1;44.8;61.7;50.2;47.1;58.6;34.95;32.15;13.18;44.82;44.49;40.38;37.63;27.53;58.97;62.6;44.38;39.49;37.9;53.53;;25.22;46.38;42.63;52.44;47.89;39.47;41.6;41.22;56.65;70.77;44.6;50.41;24.74;45.42;39.94;41.87;37.42;34.2;27.19;34.21;;56.56;34.68;;29.26;33.56;50.51;39.84;31.01;27.35;22.16;23.24;17.67;30.08;16.29;58;42;56;51;;44;43;52;44;46;38;38;47;44;41;35;43;43
NO2;uur;µg/m³;20111108 20:00;20111108 21:00;53.7;42.2;;49.9;42.5;39;43.1;60.1;47.5;46.4;50.2;31.28;32.23;10.85;45.44;46.85;43.1;33.89;21.34;57.17;57.07;45.37;38.26;36.32;57.56;;22.46;43.19;43.87;49.43;46.28;37.07;37.44;39.79;52.75;58.33;45.85;40.8;26.68;40.47;37.59;40.01;37.44;33.21;26.78;34.84;;47.87;32.45;;28.32;32.02;43.81;40.38;30.32;30.41;24.21;25.33;19.19;32.28;17.77;54;41;56;48;;41;40;52;43;44;39;37;44;45;38;33;41;42
NO2;uur;µg/m³;20111108 21:00;20111108 22:00;53.7;39;;48.7;41.3;36.6;41.9;55.9;45.4;45.9;49.7;29.16;33.38;10.05;43.37;46.52;37.02;32.41;25.66;51.38;58.88;43.89;37.28;34.9;58.62;;28.59;41.74;39.24;49.44;44.93;33.75;36.46;35.62;47.06;58.85;46.95;36.78;27.02;38.39;35.13;37.56;34.26;33.9;28.35;34.1;;44.7;31.89;;26.73;30.66;44.27;39.38;31.31;31.27;27.42;29.41;19.21;24.55;18.94;48;38;52;49;;40;39;50;41;43;38;37;43;49;35;33;40;42
NO2;uur;µg/m³;20111108 22:00;20111108 23:00;50.8;37.9;;44.8;41.2;36.3;40.7;56;44.4;44.4;50.9;25.99;31.62;8.93;46.37;47.66;36.07;32.65;21.43;52.13;59.31;43.41;34.09;36.24;56.87;;38.47;39.94;38.36;49.54;45.36;33.84;34.59;33.36;49.13;50.48;49.15;36.44;28.7;38;35.06;36.03;33.52;33.18;28.96;30.96;;45.98;31.25;;25.3;29.43;37.41;39.22;31.77;30.13;27.84;32.6;17.3;24.27;20.08;46;40;49;47;;39;37;46;41;43;39;37;45;37;37;34;39;43
NO2;uur;µg/m³;20111108 23:00;20111109 00:00;48.8;38.1;;41.5;40.9;34.4;35.8;48.7;44.7;44.6;52.8;24.92;28.85;10.88;44.55;40.79;34.05;32.1;22.01;47.99;54.24;40.86;33.11;36.65;51.56;;39.97;46.14;42.71;45.45;44.08;32.87;34.72;32.98;50.78;47.79;42.01;34.54;27.92;37.34;33.27;35;32.13;33.2;27.95;27.79;;45.03;30.21;;21.76;29.5;36.31;38.17;31.88;28.14;28.83;32.34;18.09;25.81;21.01;47;40;50;43;;38;37;45;38;43;39;38;42;36;33;35;36;42
NO2;uur;µg/m³;20111109 00:00;20111109 01:00;45.4;36.1;;37.4;38.2;33.3;32.6;42.7;41.7;40.5;43.2;24.27;26.4;14.16;37.4;;;35.67;22.8;47.83;47.26;39.27;32.77;34.91;;;34.75;42.27;;47.62;44.27;31.03;36.55;33.96;;45.68;44.13;34.7;30.07;;31.57;;27.31;;23.87;28.3;;38.11;34.85;;19.4;27.88;33.63;34.02;31.9;28.29;29.29;31.38;19.23;26.99;23.23;46;38;46;43;;37;36;40;37;40;38;40;39;34;33;32;30;41
NO2;uur;µg/m³;20111109 01:00;20111109 02:00;40.5;38.1;;35.3;37.6;32.8;32.4;38.7;38.9;35.9;45.1;21.35;23.51;11.48;30.42;;27.67;34.28;26.19;40.27;40.58;36.95;32.33;33.84;37.02;;31.87;40.26;;44.01;43.61;33.17;34.41;30.59;38.3;42.24;45.88;31.58;30.25;;29.84;;26.43;29.09;26.07;25.28;;34.6;34.37;;24.69;25.15;32.49;33.2;30.64;29.34;29.4;29.59;22.03;28.09;22.28;45;37;43;38;;35;34;40;36;37;36;36;37;31;32;31;26;40
NO2;uur;µg/m³;20111109 02:00;20111109 03:00;42.8;35.8;;35.1;37.7;30.2;31.1;42.1;38.1;29.2;43.8;25.12;19.74;9.52;34.56;33.37;25.26;31.91;28.95;36.84;35.35;36.22;31.79;30.31;31.8;;34.21;37.12;34.82;44.81;42.9;30.63;33.57;29.84;37.26;40.51;41.24;32.23;31.49;;27.14;32.82;28.42;32.25;27.76;25.4;;33.68;36.68;;25.88;26.18;29.6;30.75;29.75;30.18;30.19;31.56;22.25;28;20.93;42;37;43;37;;35;36;41;31;40;36;37;;31;32;31;26;37
NO2;uur;µg/m³;20111109 03:00;20111109 04:00;40.8;35.1;;34.3;36.4;30.9;30.7;35.5;38.2;28.9;46.8;25.74;24.84;9.26;27.65;29.64;24.72;29.01;28.01;36.38;34.05;34.96;30.31;29.73;29.66;;35.02;35.83;33.76;41.13;42.31;29.2;33.79;30.85;34.46;36.75;42.04;32.23;31.25;;27.82;31.05;26.56;31.96;27.3;26.93;;32.83;32.6;;26.31;26.97;32.5;32.5;28.63;29.29;29.33;31.58;20.85;26.14;19.37;38;37;45;34;;34;34;43;33;37;33;32;38;32;32;29;31;32
NO2;uur;µg/m³;20111109 04:00;20111109 05:00;43.1;34.2;;32.3;34.2;34.1;30.2;38.3;36.9;31.8;45;24.02;27.24;7.73;26.93;28.55;23.02;26.84;30.15;32.49;30.41;31.38;30.75;27.79;27.18;;32.01;36.43;31.91;40.37;37.96;27.24;31.65;31.54;34.35;40.48;42.22;33.51;31.17;;27.91;30.33;27.13;31.66;25.69;28.57;;31.79;31.78;;25.98;26.31;30.58;31.78;26.89;27.48;29.8;29.59;19.5;25.64;19.98;38;37;43;35;;33;31;44;36;37;31;32;38;33;33;29;34;33
NO2;uur;µg/m³;20111109 05:00;20111109 06:00;64.2;33.5;;36.8;34.1;32.6;29.9;44.7;36.6;31.2;54.4;22.91;24.5;6.6;31.36;35.16;22.64;23.84;29.37;33.38;32.08;29.63;31.16;27.6;27.38;;31.41;36.28;30.67;41.21;39.4;28.11;30.45;29.91;36.73;42.65;43.66;33.94;30.7;;28.58;31.68;29.36;29.75;26.51;29.92;;33.08;31.94;;25.42;24.4;31.68;29.03;26.56;26.18;28.57;25.26;22.93;25.96;23.26;42;35;49;37;;33;33;43;36;37;31;32;37;34;33;30;33;36
NO2;uur;µg/m³;20111109 06:00;20111109 07:00;105.7;35.3;;52.4;36.1;33.2;32.7;50.3;38.9;35.2;60.7;25.56;27.93;7.96;35.34;33.67;22.9;24.62;27.3;35.94;37.38;29.65;33.87;27.67;28.46;;34.53;37.07;32.21;42.97;40.82;28.23;30.77;31.4;46.46;65.28;49.45;38.85;29.37;;38.93;36.92;31.53;31.06;25.72;27.57;;42.39;30.41;;24.43;25.78;38.41;29.15;26.38;25.73;27.87;22.12;22.7;32.67;24.28;61;37;66;56;;35;36;46;36;37;35;35;42;37;35;33;;
NO2;uur;µg/m³;20111109 07:00;20111109 08:00;97;36.3;;72.7;45.4;37.4;39.2;61.1;47;40.7;80.4;24.67;24.82;6.47;59.97;41.88;24.25;24.52;29.35;42.08;43.24;30.54;36.25;33.88;30.07;;29.85;43.25;33.28;49.23;45.39;26.69;31.76;32.46;58.49;66.26;53.4;47.91;29.44;;44.4;37.44;35.15;32;25.1;30.82;;48.21;32.56;;23.16;28.37;52.26;32.84;27.34;24.51;27.19;23.35;23.25;39.55;22.35;70;37;91;63;;38;39;47;38;40;38;38;43;40;38;38;36;40
NO2;uur;µg/m³;20111109 08:00;20111109 09:00;81.7;36.3;;68.9;42.5;36.2;47.8;55.5;49.7;54.6;54.6;25.46;26.31;8.13;64.92;54.63;25.9;24.06;34.18;42.15;46.32;29.86;38.52;34.6;30.83;;28.3;47.58;37.26;52.12;42.35;25.66;35.74;33.31;69.38;57.14;57.46;47.75;30.08;;44.43;39.82;37.92;33.42;22.05;30.68;;59.92;37.74;;20.3;29.11;72.67;35.67;26.27;21.18;22.13;22.55;18.73;40.15;19.81;81;38;108;72;;42;40;61;41;43;40;41;44;42;40;39;36;44
