Export;EXP-2023-01 (20230707 10:54);;;StationsCode;NL01485;NL01489;NL01493;NL01494;NL01495;NL01496;NL10107;NL10131;NL10133;NL10137;NL10227;NL10230;NL10235;NL10236;NL10241;NL10247;NL10301;NL10318;NL10404;NL10411;NL10411;NL10418;NL10433;NL10437;NL10441;NL10442;NL10444;NL10520;NL10537;NL10538;NL10544;NL10620;NL10631;NL10633;NL10639;NL10639;NL10641;NL10722;NL10738;NL10742;NL10742;NL10807;NL10818;NL10918;NL10929;NL10934;NL10938;NL49003;NL49012;NL49014;NL49562;NL49564
O3;uur;µg/m³;20100310 05:00;20100310 06:00;11;34.3;17.3;8.7;6.6;9;35.016;39.941;38.843;45.025;33.833;;37.755;40.761;39.631;;48.17;24.708;12.056;5.351;;20.775;19.293;27.693;19.933;;21.105;25.071;7.877;52.774;28.77;27.576;18.846;21.948;;;18.025;16.916;20.615;21.372;;18.601;24.101;30.336;13.314;45.814;23.493;30;18.9;25;13;3
O3;uur;µg/m³;20100310 06:00;20100310 07:00;5;23.1;8.9;2.5;5.1;2.1;30.23;43.671;39.322;32.895;33.492;;37.723;39.951;28.983;;19.581;42.605;3.55;2.452;;4.008;5.564;19.219;10.67;;15.52;8.346;5.468;62.485;25.273;9.519;20.487;14.273;;;11.768;9.561;14.006;10.851;;17.79;21.02;24.954;14.838;44.226;30.123;22;10.7;23;16;1
O3;uur;µg/m³;20100310 07:00;20100310 08:00;3.7;14.6;4.7;3.3;3.5;4.6;25.646;41.198;23.056;24.463;31.349;;31.573;26.638;21.34;;23.536;29.143;3.4;3.571;;-2.42;2.665;7.163;5.234;;19.752;5.095;4.168;63.988;24.58;4.989;21.884;13.985;;;7.728;7.717;11.342;8.41;;17.471;21.255;43.149;18.132;41.401;41.454;15;7.9;13;21;3
O3;uur;µg/m³;20100310 08:00;20100310 09:00;8.2;21.6;12.1;7.9;11.7;12.5;33.246;43.32;25.369;26.648;35.986;;27.064;28.887;23.525;;14.848;33.982;9.114;10.521;;3.72;8.815;19.176;7.408;;33.684;45.025;14.88;67.42;44.236;17.684;33.886;24.325;;;20.988;14.486;18.835;16.49;;20.711;29.899;55.13;33.673;43.746;41.774;41;33.4;35;44;37
O3;uur;µg/m³;20100310 09:00;20100310 10:00;17.6;28.2;24.6;17.6;24.5;25.7;35.773;45.675;35.144;35.005;43.288;;34.206;35.485;30.571;;19.592;37.254;26.083;19.645;;15.083;20.924;30.006;16.351;;45.931;52.018;33.79;66.226;57.528;31.051;43.415;45.387;;;43.447;28.183;36.839;29.814;;23.376;43.511;47.551;55.087;45.11;45.27;55;47;49;58;58
O3;uur;µg/m³;20100310 10:00;20100310 11:00;31.3;38.3;44.3;33.5;50.2;51.6;45.782;47.519;42.126;39.525;46.773;;42.36;40.015;46.325;;27.682;41.507;45.686;43.202;;29.057;41.667;35.73;25.561;;57.582;59.287;38.331;64.745;67.292;47.978;47.274;53.115;;;50.088;60.513;54.363;41.721;;29.804;54.768;47.327;65.395;64.116;54.203;60;50.9;57;66;67
O3;uur;µg/m³;20100310 11:00;20100310 12:00;48;56.1;53.6;45.2;61;59.7;52.007;57.539;48.66;49.289;53.723;;48.628;45.569;53.03;;;49.641;50.696;49.278;;38.384;49.459;52.412;36.029;;62.453;60.918;39.173;64.915;70.554;60.95;49.31;54.437;;;52.348;50.046;51.357;56.047;;40.74;59.905;60.204;66.536;68.092;55.024;64;57.5;62;67;65
O3;uur;µg/m³;20100310 12:00;20100310 13:00;45.2;59.4;54.9;45.6;63.8;60.8;58.072;63.615;55.855;56.58;55.962;;58.53;50.035;54.48;;;47.466;55.62;55.461;;41.646;50.749;58.392;42.435;;61.035;62.165;37.809;66.877;68.444;64.34;52.593;58.605;;;58.466;50.909;51.346;59.905;;49.598;59.309;65.161;66.642;73.539;63.327;62;58;64;66;66
O3;uur;µg/m³;20100310 13:00;20100310 14:00;47.5;59;58.9;48.2;65.8;66.7;63.21;70.32;63.679;64.031;61.867;;55.183;53.115;55.844;;;49.438;59.937;54.768;;42.915;54.267;55.642;42.541;;60.641;57.422;36.913;72.494;64.489;60.79;54.416;61.323;;;58.541;53.798;51.751;50.429;;55.439;62.464;56.281;65.694;81.555;82.258;61;53.9;61;64;63
O3;uur;µg/m³;20100310 14:00;20100310 15:00;51.5;64.2;59.3;51.2;67.9;63.8;65.011;65.097;65.416;71.876;65.438;;55.578;57.049;60.353;;50.12;52.241;55.247;51.239;;45.643;53.052;57.88;40.836;;58.509;51.922;32.937;72.174;61.025;62.698;55.578;56.271;;;58.403;55.375;58.147;40.314;;58.456;59.927;60.097;59.5;78.559;80.137;55;49.4;56;59;58
O3;uur;µg/m³;20100310 15:00;20100310 16:00;51.6;62.1;57.5;49.6;62.6;;66.077;61.867;67.303;75.543;65.534;;55.876;50.259;59.074;;58.456;53.115;52.177;44.748;;43.938;47.978;56.974;42.222;;54.075;49.193;24.922;67.399;60.257;65.736;56.079;53.638;;;58.285;57.571;62.059;39.749;;60.598;58.541;68.966;53.137;82.866;76.364;52;47;53;56;55
O3;uur;µg/m³;20100310 16:00;20100310 17:00;43;57.1;52.7;44;51;60.6;63.7;52.38;55.375;68.305;57.88;;49.587;31.317;55.119;;50.643;48.404;48.894;41.241;;41.401;40.708;52.199;43.224;;50.621;45.366;23.802;69.19;54.96;69.616;52.497;60.236;;;56.921;56.313;65.491;44.204;;59.021;55.141;70.405;58.339;84.347;83.463;50;45.7;49;55;51
O3;uur;µg/m³;20100310 17:00;20100310 18:00;41;58.8;49;38.8;42.4;53.2;54.64;45.1;51.815;55.258;50.493;;44.204;31.37;45.707;;43.405;41.934;44.183;34.131;;40.655;36.156;50.877;42.307;;53.457;46.539;31.008;74.551;52.966;70.181;50.429;56.75;;;50.323;58.275;62.666;48.585;;52.753;58.264;72.078;60.812;85.168;86.49;52;48.6;48;52;54
O3;uur;µg/m³;20100310 18:00;20100310 19:00;38.9;58;44.3;37.7;35.4;44.9;48.628;45.27;40.228;43.639;38.384;;43.874;35.57;46.368;;36.125;31.115;44.396;32.841;;39.152;35.655;49.406;36.359;;62.72;57.742;43.053;78.538;67.815;66.035;52.519;53.787;;;48.841;56.633;59.746;46.858;;50.216;58.04;76.161;56.718;82.386;85.488;62;57.8;59;;64
O3;uur;µg/m³;20100310 19:00;20100310 20:00;47.4;54;51.1;46.7;44.9;53.3;41.699;46.208;37.915;34.952;41.337;;40.036;34.931;47.519;;37.798;26.169;59.937;37.862;;40.964;45.643;47.295;39.663;;62.016;53.499;40.687;81.565;69.424;64.755;51.389;56.857;;;54.181;53.009;59.5;42.467;;48.66;61.366;78.122;58.605;80.627;91.606;61;54.7;55;59;62
O3;uur;µg/m³;20100310 20:00;20100310 21:00;55.9;58.3;60.6;56.9;60;55.9;39.781;45.441;31.402;28.642;43.042;;42.36;33.396;47.722;;50.237;29.921;60.193;37.958;;47.988;53.329;52.337;43.863;;67.25;62.815;54.309;81.16;74.392;70.789;53.872;59.884;;;61.899;51.485;62.602;40.175;;49.928;63.722;78.517;58.562;79.764;92.097;68;;;;
O3;uur;µg/m³;20100310 21:00;20100310 22:00;54.7;62.9;58.7;58.3;64;52;33.982;46.613;26.062;22.001;40.516;;48.18;34.355;46.432;;57.848;35.155;61.963;43.117;;52.05;54.533;59.767;47.455;;67.165;64.947;57.624;78.527;74.743;73.23;53.265;60.449;;;57.56;49.587;62.059;35.123;;47.114;65.033;76.065;57.006;81.48;88.846;67;67.7;66;74;69
O3;uur;µg/m³;20100310 22:00;20100310 23:00;54.8;65.1;58.7;60.8;68.3;63.5;32.873;47.008;22.075;16.064;42.477;;54.981;41.23;49.342;;55.61;46.539;66.141;45.547;;49.14;59.543;62.101;46.283;;69.797;64.404;65.033;77.984;74.935;68.582;53.339;65.47;;;62.346;46.635;59.969;43.916;;44.481;63.871;75.02;48.926;81.373;86.618;69;65.6;67;74;70
O3;uur;µg/m³;20100310 23:00;20100311 00:00;65.9;67.5;68.1;67.2;61.7;65.8;31.093;46.144;22.576;15.104;42.755;;52.956;42.008;46.091;;58.626;50.472;69.424;49.523;;55.034;62.634;61.131;46.475;;69.158;65.832;65.299;79.593;78.335;68.326;54.65;64.809;;;58.776;50.237;58.765;40.314;;45.856;62.698;73.709;45.942;80.499;87.588;72;67.5;70;79;71
O3;uur;µg/m³;20100311 00:00;20100311 01:00;64.7;69.2;68.9;65.1;67.8;70.9;26.233;41.369;17.94;17.524;39.024;;52.508;40.889;50.099;;59.746;47.423;71.119;;;57.518;;63.722;51.9;;;;60.716;79.998;;76.758;;67.367;;;61.44;50.909;61.387;49.555;;43.085;58.189;73.432;49.033;81.619;79.167;70;64.7;66;77;68
O3;uur;µg/m³;20100311 01:00;20100311 02:00;68;71.2;73.6;64.1;65.3;74.7;25.071;40.761;15.744;16.895;37.798;;53.115;39.077;55.375;;62.549;50.088;71.524;43.725;;62.016;58.115;66.301;55.898;;;70.192;62.4;80.958;;74.413;55.301;66.525;;;62.815;53.712;61.75;53.105;;44.503;61.376;73.208;50.365;78.89;81.256;72;70.8;74;77;70
O3;uur;µg/m³;20100311 02:00;20100311 03:00;67.5;73.3;72.2;70.4;67.8;70.5;24.346;38.693;13.793;13.154;36.061;;57.102;39.93;56.292;;59.756;53.521;70.234;44.599;;61.163;57.166;69.36;55.45;;;69.286;65.278;79.817;;72.611;57.646;67.452;;;65.715;51.826;59.266;49.96;;44.94;60.481;76.257;55.567;81.693;87.833;72;69.8;71;79;71
O3;uur;µg/m³;20100311 03:00;20100311 04:00;69.5;72.6;72.8;72.2;70.2;69.5;22.225;38.416;16.415;12.791;33.492;;57.88;38.502;56.473;;57.592;55.386;71.599;44.226;;60.822;58.221;69.552;53.723;;;67.239;65.161;82.29;;72.185;56.75;65.299;;;62.666;51.197;56.548;51.676;;43.266;61.995;77.184;66.013;84.283;87.588;72;67.9;70;77;69
O3;uur;µg/m³;20100311 04:00;20100311 05:00;67.1;72.4;71.4;71.8;71.6;69.5;19.73;41.262;16.032;16.373;35.634;;60.46;37.99;55.301;;57.763;58.967;71.322;43.49;;59.756;56.622;69.424;54.427;;;67.676;64.777;83.793;;75.319;54.213;64.35;;;60.129;50.483;56.718;43.927;;46.901;57.305;80.169;64.766;79.881;77.685;71;;69;77;68
O3;uur;µg/m³;20100311 05:00;20100311 06:00;63.4;68.8;70.1;64;69.5;64.7;22.715;44.46;16.383;17.524;39.13;;62.815;36.231;53.158;;61.483;60.364;67.207;42.541;;55.908;53.798;65.278;52.732;;;66.258;60.449;84.049;;75.287;53.894;63.338;;;58.914;50.024;58.935;46.198;;57.187;55.642;76.108;58.264;58.466;75.767;68;69.1;68;76;69
O3;uur;µg/m³;20100311 06:00;20100311 07:00;57.7;66.5;59.6;46.4;62.4;66.1;28.748;46.869;15.254;18.238;37.212;;62.378;37.116;54.618;;59.319;57.827;49.481;33.609;;52.209;43.33;56.59;43.479;;;58.008;56.697;80.904;;72.142;56.388;55.951;;;56.217;52.87;61.675;37.713;;58.786;57.774;62.592;63.157;47.402;74.903;65;62.6;66;76;58
O3;uur;µg/m³;20100311 07:00;20100311 08:00;36.2;59.5;44.3;30;48.9;61.5;32.873;45.345;20.391;14.113;40.761;;60.151;35.592;49.619;;57.027;56.025;57.571;40.633;;32.415;38.597;59.255;41.859;;;42.978;27.608;63.402;;67.186;53.734;54.181;;;57.422;50.355;58.701;37.755;;61.313;59.831;58.989;66.823;42.179;76.15;56;45.5;44;69;51
O3;uur;µg/m³;20100311 08:00;20100311 09:00;34.9;50;42.7;34.3;59.2;57.5;37.148;43.234;24.474;17.236;41.262;;59.405;30.475;54.288;;52.199;52.465;52.401;34.728;;32.554;36.519;50.696;34.27;;;54.618;20.008;58.925;;67.687;54.405;62.709;;;60.822;52.615;61.899;42.158;;60.513;58.818;42.872;62.325;52.583;66.28;56;41;45;66;57
O3;uur;µg/m³;20100311 09:00;20100311 10:00;47.8;54.9;61.1;49.4;63.9;;40.527;47.892;29.132;21.788;39.631;;57.539;35.016;53.222;;43.565;56.644;49.939;41.593;;43.693;48.66;56.164;36.37;;;58.637;23.408;68.795;;64.745;53.808;63.061;;;64.372;49.545;61.249;45.537;;59.341;55.812;55.109;63.647;;28.066;54;39.1;42;66;54
O3;uur;µg/m³;20100311 10:00;20100311 11:00;54.3;58.5;61.1;51.3;67.1;;43.97;45.835;35.25;27.277;42.254;;60.982;35.687;55.908;;52.114;55.962;49.907;42.467;;47.498;49.182;60.311;38.502;;;59.341;18.195;68.166;;63.658;57.528;67.378;;;67.143;52.934;65.768;45.441;;61.643;56.164;62.933;65.704;;61.984;56;36;45;72;51
O3;uur;µg/m³;20100311 11:00;20100311 12:00;48.7;66.3;63.3;59.2;71.6;64.1;46.603;50.216;40.548;32.362;43.021;;64.979;41.433;58.296;;59.138;56.58;53.915;47.551;;51.112;55.45;65.566;42.904;;;59.959;17.471;62.506;;83.367;56.313;65.448;;;64.276;62.091;69.627;56.249;;66.781;55.802;72.206;66.536;;77.174;62;35.9;48;62;50
O3;uur;µg/m³;20100311 12:00;20100311 13:00;57.5;72.5;62.2;59;67.9;;46.763;49.054;41.326;40.26;45.505;;66.354;38.747;59.831;;65.086;57.39;51.474;48.521;;52.54;48.308;69.446;55.237;;;59.021;25.476;80.35;;85.531;54.704;62.4;;;60.193;68.817;75.937;60.737;;66.973;57.337;72.697;68.71;;95.433;63;35.1;46;51;52
O3;uur;µg/m³;20100311 13:00;20100311 14:00;51.8;75.2;60.7;63;63.3;68.3;48.074;52.945;43.522;49.534;48.084;;69.339;46.038;61.281;;60.939;60.438;56.271;52.615;;52.625;43.725;72.345;56.729;;;63.487;19.666;83.697;;84.497;60.577;59.916;;;66.173;73.667;74.541;68.838;;68.444;61.323;77.621;72.707;;91.436;65;38.8;59;64;66
O3;uur;µg/m³;20100311 14:00;20100311 15:00;53.3;71.4;58.5;55.1;64.2;74.6;51.602;63.423;43.192;46.421;50.611;;68.795;43.65;63.796;;55.716;59.767;62.613;55.578;;49.033;43.639;66.738;55.205;;;68.401;22.822;80.659;;88.931;60.652;61.75;;;66.493;74.36;71.791;59.714;;68.113;60.801;74.018;69.574;;90.807;71;44.5;63;55;43
O3;uur;µg/m³;20100311 15:00;20100311 16:00;42.8;63.1;43.3;59.6;65.5;71.9;53.787;67.612;46.965;43.362;48.83;;68.913;48.99;58.168;;64.532;47.295;54.032;53.851;;42.264;41.731;59.948;54.139;;;71.663;18.601;83.633;;89.762;57.496;52.423;;;72.057;74.519;72.921;56.654;;71.535;59.031;77.866;73.816;82.631;91.105;73;51.4;66;52;58
O3;uur;µg/m³;20100311 16:00;20100311 17:00;42.6;54.1;49.3;63.5;68.1;76.6;53.904;64.489;45.718;51.911;44.993;;69.318;37.798;53.926;;63.903;52.135;68.039;59.351;;47.701;45.419;44.439;39.216;;;68.039;28.258;80.19;;91.415;59.884;55.972;;;67.932;72.43;67.346;55.791;;64.532;66.482;74.402;72.963;85.221;86.042;68;45;59;65;72
O3;uur;µg/m³;20100311 17:00;20100311 18:00;42.5;53.9;49.8;60.2;67.1;76.4;51.218;56.526;46.816;48.937;50.728;;59.479;33.684;51.25;;62.24;57.251;69.829;57.251;;46.805;48.468;45.952;32.564;;;59.202;22.054;74.946;;81.427;60.641;59.575;;;55.994;59.309;62.091;45.43;;54.149;65.736;66.205;65.683;80.67;83.878;60;46.8;52;60;55
O3;uur;µg/m³;20100311 18:00;20100311 19:00;;62.5;44.2;59.6;58.5;78.5;41.401;49.705;28.865;28.62;43.853;;48.436;22.832;37.5;;68.444;54.672;67.378;57.667;;45.004;45.441;52.028;38.928;;;57.091;21.585;72.675;;59.554;54.235;58.403;;;21.649;50.216;65.544;38.022;;58.072;62.293;73.166;65.043;80.553;76.971;58;42.1;51;56;
O3;uur;µg/m³;20100311 19:00;20100311 20:00;;55.7;45.2;59.7;65.1;75.8;18.227;36.86;11.054;12.717;21.116;;47.562;9.881;31.946;;49.992;56.612;71.482;57.934;;47.903;47.658;41.667;33.129;;;53.137;17.886;72.11;;55.972;52.678;50.856;;;20.53;40.921;62.464;25.423;;49.427;56.441;72.995;62.336;76.353;72.366;53;35.9;46;49;41
O3;uur;µg/m³;20100311 20:00;20100311 21:00;;51.1;41.9;61.8;68.1;72.8;8.293;30.273;6.47;2.441;15.882;;52.529;20.157;43.298;;63.722;56.537;74.328;58.029;;49.001;49.864;46.976;29.356;;;46.251;18.473;72.121;;51.261;55.812;45.601;;;24.879;47.434;56.644;33.033;;52.071;56.228;71.119;60.044;76.385;67.825;54;44.7;39;41;60
O3;uur;µg/m³;20100311 21:00;20100311 22:00;;46.1;41.8;62;63.9;69.7;15.072;35.773;0.48;0.842;4.488;;50.152;32.276;39.695;;60.012;53.115;69.989;58.093;;50.333;51.133;40.378;37.436;;;52.519;32.522;71.769;;47.2;53.947;43.447;;;24.74;50.301;52.977;33.694;;53.467;58.424;70.309;58.029;74.626;69.552;63;53.3;45;31;22
O3;uur;µg/m³;20100311 22:00;20100311 23:00;;30.5;36;64.8;50.1;76.5;12.024;43.415;1.194;1.961;-2.548;;47.85;24.122;25.348;;47.765;44.332;67.09;53.137;;43.693;46.176;33.822;46.379;;;52.465;42.382;72.324;;49.566;50.44;46.826;;;27.64;52.657;50.813;43.81;;51.794;60.428;68.806;56.633;75.01;67.772;66;52.5;53;27;20
O3;uur;µg/m³;20100311 23:00;20100312 00:00;;47.5;42.4;59.6;53.7;78.2;11.352;57.209;5.959;7.003;-2.814;;48.074;34.366;18.739;;46.091;41.507;65.416;43.17;;46.219;42.925;32.969;27.512;;;58.967;44.002;75.244;;46.166;47.178;51.41;;;32.415;40.932;48.457;40.527;;53.35;60.939;71.94;55.194;77.941;70.586;67;61.3;62;36;55
O3;uur;µg/m³;20100312 00:00;20100312 01:00;;44.1;37;65.5;68.6;79.6;0.725;;16.959;18.984;35.687;28.919;44.737;20.061;35.485;;61.206;52.519;74.594;;;36.721;42.808;40.911;47.669;;77.685;58.381;58.594;66.173;63.871;63.732;;49.353;;;30.752;30.294;53.329;33.023;;52.241;60.108;71.439;54.97;;75.575;68;52.9;59;60;70
O3;uur;µg/m³;20100312 01:00;20100312 02:00;;44.4;57.3;61.9;77.9;77.3;0.65;41.625;15.232;21.489;29.281;23.994;37.553;23.664;31.712;;58.882;47.892;76.513;57.443;;50.536;52.06;38.118;40.889;;75.074;49.545;60.087;65.054;64.883;63.039;46.208;54.501;;;32.468;32.276;46.56;29.377;;56.26;61.302;69.179;54.874;74.509;73.102;68;49.6;44;73;74
O3;uur;µg/m³;20100312 02:00;20100312 03:00;;36;52.2;68.6;71.3;58.7;0.895;29.43;3.614;20.732;16.671;28.578;44.876;31.701;28.674;;51.89;30.731;73.539;60.012;;45.43;53.979;39.546;35.645;;75.202;38.406;58.243;75.724;48.244;63.338;46.016;59.735;;;43.938;31.978;47.2;37.595;;56.995;61.792;66.823;55.29;72.569;68.135;50;39;53;66;69
O3;uur;µg/m³;20100312 03:00;20100312 04:00;;34.3;63;65.2;58.2;68.6;2.43;21.511;0.245;8.336;14.358;33.556;47.146;29.473;36.178;;67.431;36.945;57.496;53.595;;53.723;45.643;26.83;33.801;;71.78;27.704;54.885;70.011;67.186;68.486;44.545;62.453;;;46.688;38.065;51.314;37.105;;53.179;56.868;70.245;53.872;69.264;71.108;32;40.7;59;67;67
O3;uur;µg/m³;20100312 04:00;20100312 05:00;;28.6;54;64.8;47.8;66.8;6.076;21.83;0.043;4.584;14.326;31.477;43.885;18.334;20.455;;67.9;54.373;63.86;52.348;;48.159;48.553;19.848;34.259;;69.595;33.278;57.23;66.514;65.374;73.603;37.638;61.238;;;43.16;41.188;47.285;29.121;;47.647;58.072;70.48;49.918;63.05;67.793;39;44.1;54;64;65
O3;uur;µg/m³;20100312 05:00;20100312 06:00;;9.9;37.7;59.5;28.3;43.5;6.353;27.906;-0.075;3.315;14.859;30.678;57.379;13.612;26.915;;63.423;54.054;63.551;52.678;;46.603;29.782;39.237;24.058;;67.207;40.228;58.765;47.871;65.065;74.85;39.535;57.923;;;37.542;39.834;39.685;22.8;;42.168;59.341;64.201;50.493;70.565;61.43;51;46.3;56;61;63
O3;uur;µg/m³;20100312 06:00;20100312 07:00;;5.5;21;30.4;25.7;30;2.302;28.333;-0.16;3.123;16.991;19.507;58.317;3.379;21.916;;67.815;50.163;46.187;44.023;;32.873;2.942;42.403;10.222;;65.875;34.131;49.907;54.832;53.457;62.187;33.46;54.565;;;26.147;39.386;39.418;18.942;;37.798;56.953;56.388;54.107;71.801;66.77;47;32;44;46;61
O3;uur;µg/m³;20100312 07:00;20100312 08:00;;2.8;2.8;8.6;9.6;14;2.057;24.9;0.341;3.741;15.488;17.695;38.917;3.422;13.527;;67.889;41.721;60.545;25.337;;-0.618;0.831;33.225;2.803;;72.132;20.146;42.445;52.071;37.873;33.236;22.811;46.603;;;20.946;33.79;38.992;6.321;;24.079;43.447;53.84;54.864;70.714;65.907;38;24.3;35;40;63
O3;uur;µg/m³;20100312 08:00;20100312 09:00;;2.6;4.6;13.9;30.5;24;2.707;27.437;1.492;4.221;16.767;33.278;28.013;4.434;11.363;;63.871;37.393;48.234;5.436;;-0.373;14.987;43.106;3.88;;67.399;18.633;24.794;55.77;23.653;31.317;17.247;42.861;;;16.394;28.929;39.216;9.412;;23.994;36.764;47.818;59.522;;63.913;35;20.3;35;41;63
O3;uur;µg/m³;20100312 09:00;20100312 10:00;;7.2;22.3;38.6;56.6;29.4;3.166;17.13;2.793;4.818;34.312;34.366;37.564;14.912;18.782;;51.751;41.081;50.461;20.114;;20.093;25.913;55.823;12.578;;60.023;25.572;32.394;57.678;38.118;31.829;32.351;37.201;;;20.402;34.696;39.941;16.948;;30.742;36.721;53.521;65.523;78.026;69.968;45;26.5;37;41;61
O3;uur;µg/m³;20100312 10:00;20100312 11:00;53.4;14.3;40.6;54.7;52.1;48.5;6.587;18.142;5.532;6.236;40.527;42.115;31.893;22.257;33.897;;61.44;53.084;55.62;32.841;;28.237;35.197;62.72;34.717;;55.482;31.466;34.259;62.144;42.68;23.152;42.968;49.204;11.459;;29.58;33.428;48.884;20.178;;32.063;37.755;61.121;63.913;74.487;75.692;49;33.5;49;49;61
O3;uur;µg/m³;20100312 11:00;20100312 12:00;61.1;24.2;43.8;46.9;49.5;44.8;12.908;25.742;10.457;12.066;50.11;52.103;58.904;26.989;43.895;;61.75;56.846;55.439;37.83;;24.058;28.77;64.745;38.693;;59.191;31.733;34.419;60.875;39.162;54;45.835;55.375;22.64;;39.141;38.512;51.815;23.578;;41.55;49.758;65.001;65.651;69.094;73.059;48;37.7;52;51;58
O3;uur;µg/m³;20100312 12:00;20100312 13:00;61.4;23.8;44.7;44.6;52.4;52.8;19.965;37.958;19.08;16.128;56.175;64.361;62.112;37.659;38.8;;65.544;60.257;54.352;42.605;;36.05;30.305;66.632;43.714;;55.397;38.651;38.651;65.288;48.937;57.305;51.271;54.618;32.969;;42.808;53.478;51.549;25.06;;57.72;55.578;55.802;69.797;63.338;67.165;53;41.5;55;54;62
O3;uur;µg/m³;20100312 13:00;20100312 14:00;51.5;28.7;41.6;48;40;42.2;42.829;53.99;22.385;25.103;58.211;62.943;60.939;43.639;44.844;;58.328;64.521;53.435;27.895;;43.959;34.813;65.757;45.473;;57.571;40.484;38.416;65.225;50.536;74.189;49.843;57.358;39.003;;39.035;64.425;44.513;38.981;;60.524;53.073;53.329;68.465;57.795;58.935;57;42.8;55;59;63
O3;uur;µg/m³;20100312 14:00;20100312 15:00;49.1;24.1;41.3;48.6;36.1;29.4;51.09;54.064;23.28;29.857;58.083;59.682;69.915;34.089;45.622;;51.239;57.965;47.317;25.327;;29.697;27.299;58.829;46.166;;51.165;37.649;34.515;71.204;48.703;75.713;45.43;60.364;33.545;;39.973;64.159;53.67;41.593;;66.003;52.732;65.747;61.654;65.491;65.619;58;40.6;56;56;58
O3;uur;µg/m³;20100312 15:00;20100312 16:00;42.7;18.4;25.6;38.3;30.2;29.7;55.013;53.894;21.425;30.241;53.84;55.013;67.719;22.545;49.129;;47.935;50.675;41.678;27.853;;17.098;22.374;50.813;35.57;;40.697;31.211;27.533;68.998;39.685;72.26;46.421;49.022;34.472;;32.831;61.483;51.495;47.104;;59.628;53.147;75.948;55.119;63.306;75.521;50;36.1;46;48;48
O3;uur;µg/m³;20100312 16:00;20100312 17:00;45.4;15.5;25.9;32.8;35.6;36.2;31.786;46.965;20.732;26.627;49.001;46.645;52.678;16.213;39.951;;52.998;48.084;45.004;32.49;;14.838;21.724;46.379;27.842;;35.794;26.691;24.453;63.754;29.654;60.247;46.208;41.433;32.628;;27.373;54.139;52.305;54.917;;49.875;50.92;70.266;53.68;64.041;63.189;39;28.6;40;44;45
O3;uur;µg/m³;20100312 17:00;20100312 18:00;;;;;;;26.915;42.019;19.091;17.289;42.776;33.897;37.446;9.732;30.049;;51.378;37.446;32.927;27.373;;22.619;20.04;40.601;22.225;;35.719;28.269;24.847;49.214;38.267;53.872;40.431;32.767;19.155;;21.265;53.659;54.725;48.106;;45.057;54.299;62.837;61.142;61.323;59.554;42;32.2;40;42;47
O3;uur;µg/m³;20100312 18:00;20100312 19:00;46.8;12.4;24.3;39.2;27.5;26.1;15.349;33.321;18.878;19.251;12.386;24.101;26.531;6.993;14.912;;38.832;33.843;33.982;14.635;;17.289;22.736;36.817;13.25;;33.225;27.554;19.784;33.364;45.707;46.24;27.512;29.921;11.48;;13.505;44.886;43.192;33.31;;42.765;40.399;56.196;64.969;48.063;53.489;43;29;40;34;44
O3;uur;µg/m³;20100312 19:00;20100312 20:00;;8.8;13.5;24.8;16.1;17.8;9.572;24.133;20.04;33.364;5.607;12.152;21.734;2.249;14.838;;32.245;29.921;26.84;10.809;;17.13;9.988;32.276;12.77;;33.939;20.072;16.884;32.17;38.693;42.669;24.026;31.317;4.637;;18.696;44.524;30.336;21.511;;38.629;32.245;49.715;59.905;54.117;44.908;31;19.5;31;;34
O3;uur;µg/m³;20100312 20:00;20100312 21:00;;2.7;6;7.2;3.5;8.8;10.936;13.388;18.696;26.659;9.487;2.675;17.844;2.846;10.553;;25.327;21.628;20.679;3.038;;2.601;-0.309;20.37;11.416;;28.066;9.561;14.976;41.316;27.32;34.206;17.609;27.267;10.542;;14.411;42.126;18.014;16.778;;28.226;33.001;;53.606;86.191;54.213;16;17.1;23;24;32
O3;uur;µg/m³;20100312 21:00;20100312 22:00;;4.1;5.4;4.6;4.6;10.2;15.264;12.653;5.063;18.345;15.328;2.057;10.137;1.151;11.395;;16.991;14.785;18.665;8.421;;1.439;-4.232;17.279;8.517;;35.837;1.908;15.136;38.256;20.647;18.057;23.259;27.768;23.93;;17.3;31.061;14.667;13.004;;24.826;32.181;;49.854;86.596;72.611;5;4.1;19;13;21
O3;uur;µg/m³;20100312 22:00;20100312 23:00;;10.8;6.3;12.3;8.8;26;15.978;10.318;3.88;28.439;16.522;5.991;14.294;0.97;17.439;;13.687;11.661;27.181;12.983;;5.756;0.309;13.729;3.113;;43.096;6.502;18.792;41.475;11.821;27.586;23.536;19.006;20.924;;12.994;25.636;23.269;16.394;;27.267;43.842;46.624;51.815;86.906;74.903;20;18;18;24;32
O3;uur;µg/m³;20100312 23:00;20100313 00:00;;7.6;4;13.1;20.4;43.7;15.456;10.531;8.122;28.791;6.801;14.944;11.757;0.693;12.685;;12.951;3.336;34.227;26.19;;1.364;5.095;8.634;18.451;;40.943;2.612;21.553;66.866;11.192;22.395;25.465;20.573;18.068;;16.117;27.256;16.149;11.864;;26.819;48.159;63.892;59.213;85.424;77.035;15;6;16;30;39
