Export;EXP-2023-01 (20230707 10:54);;;StationsCode;NL01485;NL01489;NL01493;NL01494;NL01495;NL01496;NL10107;NL10131;NL10133;NL10137;NL10227;NL10230;NL10235;NL10236;NL10241;NL10247;NL10301;NL10318;NL10404;NL10411;NL10411;NL10418;NL10433;NL10437;NL10441;NL10442;NL10444;NL10520;NL10537;NL10538;NL10544;NL10620;NL10631;NL10633;NL10639;NL10639;NL10641;NL10722;NL10738;NL10742;NL10742;NL10807;NL10818;NL10918;NL10929;NL10934;NL10938;NL49003;NL49012;NL49014;NL49562;NL49564
O3;uur;µg/m³;20100601 16:00;20100601 17:00;50.3;11.8;20.5;23.6;14.6;46.3;91.148;64.148;68.635;75.191;89.251;56.303;54.139;49.225;42.605;;62.73;43;80.307;;;21.788;11.885;49.172;41.284;;102.948;27.938;43.778;84.294;30.944;44.673;56.281;64.382;;38.82;25.529;85.36;71.929;;77.95;89.922;89.794;86.842;82.631;81.288;89.229;41;26.8;48;61;67
O3;uur;µg/m³;20100601 17:00;20100601 18:00;23.9;5.3;16.7;28;24.2;40.7;82.802;58.701;67.911;76.172;72.59;48.17;49.928;42.787;35.176;;61.387;48.063;71.45;;;15.893;17.513;59.863;38.608;;100.944;24.826;44.769;78.645;34.462;53.211;55.119;70.49;;42.13;40.687;67.495;66.258;;71.96;86.49;82.439;73.091;79.018;88.281;87.065;33;35.8;58;74;67
O3;uur;µg/m³;20100601 18:00;20100601 19:00;24.2;17.3;33.5;40.4;48.9;65.1;89.229;46.645;66.973;77.728;64.478;41.273;43.042;38.406;46.421;;67.346;37.915;80.499;;;36.21;23.632;36.689;16.65;;94.037;27.203;38.896;78.122;42.158;52.988;56.665;78.176;;62.13;49.523;59.671;62.24;;54.92;82.429;69.168;71.951;73.986;92.651;90.039;34;30.7;62;64;68
O3;uur;µg/m³;20100601 19:00;20100601 20:00;41.1;42.2;32.8;49.7;70.9;69.3;70.799;38.299;72.473;81.555;48.244;26.371;44.833;33.151;52.465;;66.632;35.368;78.954;;;37.99;42.776;14.795;30.582;;79.305;46.443;47.658;69.936;23.589;70.362;52.913;76.022;;63.07;38.757;58.669;65.065;;40.38;71.492;57.912;57.71;67.879;85.445;90.391;61;39.4;27;55;70
O3;uur;µg/m³;20100601 20:00;20100601 21:00;32.3;51.8;48;54.5;60;78.6;59.842;27.927;47.381;70.352;26.659;13.345;50.152;21.543;15.765;;70.65;47.061;69.478;;;58.019;47.37;23.642;36.029;;67.57;49.374;45.835;63.732;40.665;69.499;48.692;61.909;;50.9;33.321;64.766;68.188;;43.42;55.386;43.799;55.151;66.973;80.915;85.307;63;49.9;36;43;41
O3;uur;µg/m³;20100601 21:00;20100601 22:00;37.8;56.6;40.5;48.4;45.8;67.2;38.64;36.029;35.528;50.589;12.759;21.361;35.634;17.641;26.552;;42.904;40.495;53.702;;;48.596;54.97;18.462;34.472;;57.134;43.309;24.943;38.896;32.65;47.637;44.449;46.304;;43.6;10.894;42.573;62.389;;34.04;62.442;50.387;41.998;53.297;70.895;82.685;51;33;42;25;38
O3;uur;µg/m³;20100601 22:00;20100601 23:00;38.6;50.3;38;44.9;40.5;57;29.303;37.819;25.572;33.811;10.18;37.585;20.295;24.762;46.901;;27.437;35.879;54.288;;;48.671;40.484;30.39;41.433;;48.212;36.871;4.584;31.2;29.718;47.658;32.639;45.238;;11.09;6.598;41.273;55.94;;31.87;43.021;49.161;47.178;49.577;58.84;75.969;39;33;16;17;12
O3;uur;µg/m³;20100601 23:00;20100602 00:00;37.7;40.8;39.9;37.1;43.6;60;29.1;33.694;16.106;22.438;19.24;57.379;12.802;33.321;49.758;;26.083;40.623;57.273;;;43.543;37.681;28.045;41.454;;51.282;29.313;16.565;38.747;36.306;41.742;32.788;39.141;;3.07;9.242;27.032;45.419;;31.57;24.644;43.543;40.996;20.263;56.889;71.172;28;24.8;12;11;16
O3;uur;µg/m³;20100602 00:00;20100602 01:00;33.7;41.2;40.9;44.8;47.6;43.6;41.081;25.369;5.394;13.42;17.78;;21.66;37.169;45.547;;33.172;24.634;;;;39.493;38.811;24.783;28.588;;55.812;;8.4;36.476;;19.997;;8.474;;17.45;5.511;38.789;30.006;;47.84;18.931;46.251;43.138;22.704;;68.103;27;12.6;8;17;29
O3;uur;µg/m³;20100602 01:00;20100602 02:00;30.7;31.2;30.1;41.8;56.2;66.9;37.702;21.308;9.817;11.299;15.563;30.976;22.427;31.179;33.843;;30.603;20.285;62.72;;;32.351;35.634;15.882;19.325;;46.155;32.532;28.855;36.977;44.748;10.787;;8.357;;14.75;7.291;32.5;12.866;;40.88;10.34;43.426;41.891;34.845;56.814;67.442;33;31.5;12;28;36
O3;uur;µg/m³;20100602 02:00;20100602 03:00;29;26.4;27.8;37.3;54.2;61.2;29.91;17.812;6.108;11.096;8.837;21.201;11.597;24.548;18.792;;20.487;22.662;57.88;;;31.253;33.001;4.893;20.381;;46.741;32.639;31.775;38.459;42.68;5.127;;11.416;;20.23;1.354;24.111;8.794;;37.84;4.946;36.114;43.224;31.573;50.898;61.089;35;27.2;25;14;29
O3;uur;µg/m³;20100602 03:00;20100602 04:00;33.3;25.1;24.1;36.4;59.5;69.3;18.366;13.079;3.038;11.043;4.765;17.812;5.841;16.661;9.028;;15.083;10.169;68.145;;;31.669;29.398;1.833;17.641;;40.9;33.055;20.636;33.225;39.631;4.381;;12.237;;28.88;2.409;22.619;10.883;;30.87;4.232;37.404;43.789;28.514;56.388;56.335;32;26.3;21;21;26
O3;uur;µg/m³;20100602 04:00;20100602 05:00;32.3;31.2;34.5;33.9;58.6;49.4;10.617;6.033;2.462;3.795;3.933;11.938;1.769;5.639;2.015;;41.092;5.116;56.558;;;39.493;22.864;10.148;17.492;;42.296;28.311;5.415;23.205;38.47;11.437;;19.134;;21.55;3.017;19.816;11.757;;9.45;1.684;36.082;45.409;27.906;61.622;58.989;26;22.7;4;13;12
O3;uur;µg/m³;20100602 05:00;20100602 06:00;13.1;32.3;24.6;20.3;41.6;54.6;7.291;12.088;5.66;3.315;5.308;15.285;3.272;3.091;5.202;;26.35;36.551;47.082;;;33.545;14.262;13.441;21.457;;26.169;26.478;6.055;29.516;20.743;21.937;;18.164;;22.19;2.58;19.421;11.875;;17.81;3.368;35.805;47.114;36.434;62.784;60.353;21;12.1;6;19;22
O3;uur;µg/m³;20100602 06:00;20100602 07:00;11.5;29;14.9;13.2;30.9;46.2;11.949;27.235;13.239;11.246;10.681;21.297;;10.116;24.847;;42.168;36.689;43.213;;;18.803;13.697;12.983;15.968;;31.722;19.592;4.274;50.067;7.707;23.61;;18.654;;13.24;9.21;33.481;28.791;;26.96;25.881;42.435;50.611;43.053;69.275;63.295;24;11.1;9;16;21
O3;uur;µg/m³;20100602 07:00;20100602 08:00;18.7;26.9;18;21.2;41.7;68.6;27.363;40.058;17.289;18.771;20.871;27.778;;22.278;27.597;;29.377;39.493;52.412;;;18.014;20.061;14.433;19.443;;51.421;34.451;5.991;68.891;23.984;19.07;;23.76;;17.19;7.995;45.196;52.945;;42.25;43.341;46.752;61.472;49.374;75.905;73.699;37;24.1;23;25;26
O3;uur;µg/m³;20100602 08:00;20100602 09:00;34.7;32.8;26.6;33.2;62;65.5;45.174;41.124;23.472;25.838;38.768;37.862;;37.969;29.963;;43.703;38.971;61.025;;;24.74;32.415;18.11;31.999;;63.711;54.352;14.657;80.659;40.697;37.67;;32.895;;39.83;43.437;49.289;70.245;;56.25;51.069;47.637;64.478;57.72;76.225;81.459;56;41.6;47;50;60
O3;uur;µg/m³;20100602 09:00;20100602 10:00;49.9;52.6;47.9;58;69.2;68.6;62.261;51.165;38.683;45.398;56.622;52.327;;42.158;44.716;;54.309;38.075;65.182;;;52.764;48.521;32.276;45.825;;72.867;69.829;27.416;82.876;62.165;56.665;;54.81;;54.55;55.311;56.505;80.094;;73.72;60.428;55.748;67.655;72.558;81.832;85.808;70;58.2;61;61;71
O3;uur;µg/m³;20100602 10:00;20100602 11:00;63.2;79.9;62.5;68.5;73.8;65.9;77.067;53.926;54.139;62.091;62.144;56.793;;49.768;53.83;;64.084;55.78;69.105;;;63.658;56.036;61.408;51.495;;78.208;80.542;40.122;82.471;78.421;77.717;;71.876;;50.82;66.28;71.524;80.382;;87.72;69.723;68.486;73.624;74.072;84.966;84.742;80;67.5;73;78;80
O3;uur;µg/m³;20100602 11:00;20100602 12:00;71.7;79.5;67.1;78.3;78.3;68.1;78.762;72.942;63.253;78.282;67.527;68.923;64.66;59.149;63.178;;66.141;68.454;71.108;;;70.853;64.361;70.213;66.088;;75.479;86.341;36.38;83.26;82.407;87.598;;81.064;;75.62;78.805;78.144;83.686;;87.39;75.735;85.317;88.505;74.381;88.974;94.069;86;75.7;79;;77
O3;uur;µg/m³;20100602 12:00;20100602 13:00;76.1;76.7;73.4;87.9;82.2;73.1;88.803;77.621;65.843;85.392;77.206;82.429;79.391;75.148;79.007;;68.166;72.078;71.908;;;77.312;73.016;71.919;82.503;;73.944;88.931;36.967;82.152;86.778;101.157;;89.965;;85.62;86.714;78.815;86.149;;91.75;84.07;83.772;93.546;78.719;94.836;100.134;88;73.6;89;89;86
O3;uur;µg/m³;20100602 13:00;20100602 14:00;79.5;74.2;72.8;91;79.4;85.6;95.636;81.715;69.712;84.891;90.327;89.528;81.683;;85.573;;75.511;74.679;68.604;;;78.591;72.441;71.887;79.178;;79.689;92.374;31.381;84.731;98.801;108.054;;93.93;;81.74;88.643;86.767;96.797;;94.43;87.652;82.61;97.544;83.068;95.881;102.255;88;73.4;85;71;59
O3;uur;µg/m³;20100602 14:00;20100602 15:00;75.7;75.2;64;87.2;82.6;86.8;98.492;83.612;79.284;98.183;94.037;98.45;82.088;;91.169;;83.228;66.898;79.082;;;78.335;72.643;75.095;79.711;;85.776;90.892;31.562;85.69;95.55;109.056;;93.035;;76.28;92.885;84.145;99.686;;101.03;84.678;83.964;94.751;89.368;96.808;104.664;90;73.4;82;63;63
O3;uur;µg/m³;20100602 15:00;20100602 16:00;79.2;84.7;67.2;87.6;91.9;89.2;100.443;87.822;83.974;103.097;92.491;96.435;84.283;;87.588;;84.678;84.102;86.447;;;78.9;77.92;72.718;80.425;;86.159;89.357;26.723;87.129;95.774;115.014;;93.152;;70.34;93.12;86.703;98.407;;93.84;84.006;82.215;89.549;90.743;91.201;105.559;85;66.3;88;83;70
O3;uur;µg/m³;20100602 16:00;20100602 17:00;81.4;89.6;73.1;88.2;95.9;88;103.129;89.24;87.812;108.906;92.289;101.093;87.609;;84.827;;87.95;85.893;89.283;;;83.015;80.212;73.059;80.467;;87.993;91.159;31.541;89.347;96.765;113.927;;92.448;;75.46;90.434;87.204;100.176;;93.86;89.251;88.632;90.604;89.112;94.42;101.584;86;71.4;91;90;68
O3;uur;µg/m³;20100602 17:00;20100602 18:00;77.6;83.6;70.3;88.1;96.2;83.6;97.778;84.838;89.794;107.958;93.482;101.019;80.776;;95.817;;78.389;90.786;93.323;;;80.851;79.252;72.228;75.319;;83.132;89.944;26.073;87.279;101.072;110.729;;90.338;;78.5;89.421;90.029;92.512;;93.48;90.903;89.933;90.711;87.577;97.362;99.878;86;68.3;88;88;85
O3;uur;µg/m³;20100602 18:00;20100602 19:00;71.8;82.3;69.7;87.7;93;85.8;87.844;78.08;80.073;87.972;89.613;95.188;77.525;;92.406;;73.88;81.043;91.99;;;77.994;79.636;65.587;73.965;;86.17;87.247;33.502;89.048;98.258;106.711;;85.051;;80.06;83.9;89.976;92.747;;84.18;89.88;89.912;87.609;83.196;93.866;101.381;83;68.4;85;87;70
O3;uur;µg/m³;20100602 19:00;20100602 20:00;68.9;79;66.5;82.1;88.1;84.4;82.674;71.908;68.774;82.141;81.949;87.268;69.883;;86.895;;71.332;78.133;89.933;;;71.343;73.07;62.72;67.879;;80.244;81.8;51.271;82.077;93.152;104.43;;78.815;;75.47;75.244;88.313;91.351;;89.25;86.533;79.455;80.979;78.026;88.995;93.941;76;67.7;77;83;82
O3;uur;µg/m³;20100602 20:00;20100602 21:00;54.2;67.1;57.5;70.5;74.1;82.8;81.288;71.258;66.386;81.757;71.023;81.054;59.874;;84.646;;64.692;69.243;88.696;;;61.046;66.386;52.007;62.837;;65.587;78.559;69.179;78.645;87.076;91.105;;75.585;;68.09;67.207;82.077;84.273;;82.46;70.288;74.306;74.765;75.02;76.086;81.917;66;66.6;72;67;73
O3;uur;µg/m³;20100602 21:00;20100602 22:00;42;43.4;;54.2;68.7;83.6;69.797;65.246;62.005;79.774;61.355;74.392;48.852;65.086;76.673;;56.857;61.494;78.431;;;49.001;53.968;27.938;65.608;;54.555;68.913;59.767;71.119;79.721;78.677;;67.303;;57.61;57.795;68.806;72.462;;71.12;58.2;61.622;66.525;49.31;61.803;72.526;57;;67;56;64
O3;uur;µg/m³;20100602 22:00;20100602 23:00;35.7;41.1;37.9;41.9;70.8;74.4;63.54;64.201;57.539;70.671;55.93;67.516;37.873;61.888;67.463;;35.975;51.335;75.841;;;42.776;47.765;11.096;48.415;;58.765;59.671;51.74;64.628;72.313;69.691;;56.121;;61.1;42.915;58.722;65.47;;66.91;48.862;59.831;58.904;31.765;57.326;67.196;57;53.6;57;50;46
O3;uur;µg/m³;20100602 23:00;20100603 00:00;40.1;50.7;30.3;41.2;66.7;67.9;58.456;57.433;55.663;72.057;48.287;60.332;30.933;55.375;66.354;;41.859;38.384;69.68;;;36.572;44.961;9.284;28.524;;49.96;58.498;52.444;59.511;72.601;56.356;;53.883;;61.67;37.425;59.778;59.564;;58.62;55.258;51.293;58.712;26.318;54.107;65.608;53;55.6;56;50;40
O3;uur;µg/m³;20100603 00:00;20100603 01:00;46.9;54.5;29.9;45.1;60.7;65.3;48.671;50.205;;66.088;43.597;;;46.656;57.177;;38.608;;;;;47.253;44.385;;39.77;;;50.898;44.055;50.888;64.574;48.479;;57.774;;63.35;28.471;48.852;26.51;;52.62;36.625;45.1;47.125;24.964;;65.843;49;55.3;37;45;32
O3;uur;µg/m³;20100603 01:00;20100603 02:00;43.7;53.8;34.2;46.5;55;75.5;53.51;47.317;40.644;61.75;37.372;48.553;10.659;43.32;50.429;;31.434;34.27;;;;50.621;43.501;13.548;44.023;;42.424;51.964;44.599;44.396;65.981;47.722;;51.943;;64.75;46.571;41.081;37.382;;59.29;37.052;45.046;57.752;20.764;60.833;64.724;51;55.6;57;33;34
O3;uur;µg/m³;20100603 02:00;20100603 03:00;41.3;51.4;38.1;37.4;58.5;70.5;48.212;43.586;34.504;58.061;28.375;42.584;11.661;38.352;43.479;;29.846;24.346;;;;52.359;41.849;30.635;44.812;;29.899;51.996;35.975;40.015;70.448;50.557;;54.256;;62.56;46.56;29.239;36.849;;54.19;27.853;47.295;49.235;21.511;57.454;64.564;50;54.9;53;16;34
O3;uur;µg/m³;20100603 03:00;20100603 04:00;44.2;45.9;46.9;34.6;48.9;66;43.426;41.582;31.424;51.623;23.994;37.478;16.394;34.664;35.624;;42.275;22.086;;;;53.339;41.006;38.555;42.861;;30.145;49.172;40.186;58.093;62.336;46.048;;56.484;;59.28;48.628;22.406;33.652;;38.78;16.629;47.008;55.588;18.91;67.548;57.145;45;44.6;52;21;30
O3;uur;µg/m³;20100603 04:00;20100603 05:00;28.4;46;37.8;25.7;40.2;52.3;39.909;37.468;15.392;50.088;16.16;32.692;8.368;29.654;32.799;;37.841;27.213;;;;44.055;21.329;28.62;37.745;;38.523;47.008;31.413;62.879;65.864;51.431;;52.114;;48.52;48.926;27.128;31.498;;32.84;19.56;47.807;51.112;19.922;71.62;68.135;46;34.4;48;16;13
O3;uur;µg/m³;20100603 05:00;20100603 06:00;19.1;43.4;23.3;6.3;21.7;45.8;38.587;32.01;16.682;41.273;17.758;22.886;9.753;22.726;34.11;;36.359;24.559;;;;28.407;20.082;16.852;26.254;;34.877;44.332;22.768;71.14;54.96;53.83;;45.174;;36.9;41.177;32.01;34.845;;33.75;26.488;47.807;51.794;32.127;78.09;79.679;38;23.7;38;25;10
O3;uur;µg/m³;20100603 06:00;20100603 07:00;21.5;47.9;25.5;13.2;30.5;48.4;45.846;41.678;41.571;47.658;37.851;32.223;19.048;37.095;43.661;;38.331;35.293;;;;18.633;23.141;27.959;39.429;;49.267;53.254;27.768;89.549;44.449;47.669;;47.53;;32.87;47.562;49.438;45.302;;40.22;59.927;56.356;65.566;56.271;88.803;82.567;44;38.2;39;37;31
O3;uur;µg/m³;20100603 07:00;20100603 08:00;32.7;63.6;44.9;26.2;42.8;57.9;54.373;50.93;;46.72;52.519;50.152;;45.121;48.82;;45.43;47.637;;;;33.183;29.228;52.316;49.246;;;69.904;40.207;95.017;71.865;64.084;;66.706;;45.08;62.176;58.019;61.44;;54.31;73.262;67.665;80.403;69.147;84.337;82.407;68;61.4;59;61;55
O3;uur;µg/m³;20100603 08:00;20100603 09:00;44.2;70.5;59.4;41;60.9;65;56.953;57.337;;52.902;59.671;59.618;47.125;53.147;56.1;;45.654;56.644;;;;54.075;46.613;61.718;59.33;;82.78;89.197;49.449;88.121;87.566;75.308;;82.375;;58.37;76.054;70.213;77.248;;63.53;81.853;79.508;83.143;75.394;75.074;80.371;85;74.5;84;79;69
O3;uur;µg/m³;20100603 09:00;20100603 10:00;54.1;73.9;68.5;58.1;62.5;64;59.287;63.903;57.273;64.318;65.821;64.809;50.237;64.745;63.029;;51.314;57.976;;;;59.436;54.096;61.217;67.548;;90.988;95.7;56.164;84.251;97.565;86.17;;88.025;;65.35;82.663;78.453;85.221;;70.92;85.317;84.838;75.116;75.34;76.108;76.609;91;82.9;95;89;87
O3;uur;µg/m³;20100603 10:00;20100603 11:00;70.6;83.9;85.1;71.8;74.3;76.7;71.354;64.169;66.056;74.701;75.788;72.302;61.206;66.642;71.652;;61.547;67.292;;;;76.033;74.274;68.508;72.025;;95.518;96.169;71.556;76.214;73.912;91.692;;97.384;;70.72;87.886;87.289;90.572;;80.97;87.588;81.821;75.553;72.462;76.96;75.916;94;83.1;98;99;94
O3;uur;µg/m³;20100603 11:00;20100603 12:00;78.3;94.2;89.2;81.5;89.4;90.7;84.678;73.443;73.592;86.437;79.945;81.267;70.906;73.123;79.977;;69.765;76.246;;;;80.478;84.784;79.679;79.167;;96.702;92.8;64.052;72.878;80.574;97.352;;102.18;;76.13;89.517;94.282;95.017;;89.85;96.211;82.642;80.02;79.167;82.567;78.133;87;80.2;97;100;
O3;uur;µg/m³;20100603 12:00;20100603 13:00;86.9;101.2;94.7;87.4;98.1;99.4;95.668;79.178;87.065;97.554;86.362;88.057;73.923;104.024;84.667;;86.98;82.621;;;;86.458;88.27;86.852;86.842;;87.311;85.84;56.654;75.66;76.033;103.353;;104.856;;82.25;91.191;101.434;99.793;;99.25;95.145;83.335;82.503;80.702;84.582;84.976;84;72.5;87;95;96
O3;uur;µg/m³;20100603 13:00;20100603 14:00;87.7;102.1;;92.1;97.9;94;103.225;84.934;91.446;102.767;96.68;94.09;80.052;;91.468;;91.724;90.05;;;;92.779;91.223;88.686;92.523;;94.687;86.671;56.825;74.711;90.519;110.857;;101.818;;87.8;89.091;106.743;106.529;;98.07;94.815;80.457;82.418;78.101;82.077;83.249;85;76.7;88;92;85
O3;uur;µg/m³;20100603 14:00;20100603 15:00;92;106.5;98.5;95.5;95.9;87.2;106.572;90.764;95.902;109.93;104.408;101.146;88.643;;99.249;;86.255;96.062;;;;94.985;93.749;90.061;93.397;;95.38;85.232;62.858;74.669;98.929;112.072;;98.226;;82.66;85.307;104.462;105.719;;106.98;95.369;77.813;81.81;77.739;80.244;85.595;81;77.4;87;92;88
O3;uur;µg/m³;20100603 15:00;20100603 16:00;90;109.2;102.1;91.5;93.3;85.8;110.836;94.42;99.27;112.307;107.02;105.996;94.015;;101.328;;80.361;104.557;;;;94.015;84.838;93.344;99.675;;82.674;82.621;59.916;73.272;93.013;109.951;;97.704;;79.27;79.668;105.08;102.127;;110.55;92.662;78.613;84.795;80.713;81.022;87.087;79;69;83;88;83
O3;uur;µg/m³;20100603 16:00;20100603 17:00;92;107.6;101.9;85;88.5;85.7;120.141;95.486;101.754;113.767;110.665;113.117;96.915;;97.33;;88.526;90.018;;;;93.045;87.161;94.143;96.734;;85.317;80.776;59.234;73.262;91.052;105.037;;92.139;;78.49;76.246;102.831;98.268;;109.09;88.323;80.521;82.738;79.636;79.039;84.838;77;71.4;80;81;81
O3;uur;µg/m³;20100603 17:00;20100603 18:00;88.3;104.1;91;77.5;84.4;84.7;114.641;95.87;103.886;116.677;113.128;112.882;94.868;;87.076;;78.229;85.435;;;;90.242;79.615;89.986;89.752;;78.89;80.19;58.093;75.703;89.261;100.102;;86.127;;73.2;74.21;95.295;92.864;;102.77;87.758;79.082;79.551;76.3;80.84;83.686;76;71.1;80;80;76
O3;uur;µg/m³;20100603 18:00;20100603 19:00;80.4;99.7;84.2;71.3;79.6;85.1;114.663;89.752;103.492;117.37;110.91;92.502;90.572;;76.31;;70.17;70.853;;;;86.287;66.461;84.219;82.834;;81.704;77.014;64.766;73.038;86.767;92.8;;79.636;;69.01;73.059;91.404;88.409;;93.98;82.173;76.14;77.195;74.2;84.582;84.198;73;71.2;79;79;74
O3;uur;µg/m³;20100603 19:00;20100603 20:00;55.4;82.1;78.7;56.6;69.7;78.5;110.186;84.049;96.35;113.245;106.156;81.778;77.781;;73.326;;65.054;54.309;;;;76.737;57.816;74.647;71.727;;80.435;70.863;61.792;69.947;80.755;86.671;;76.076;;67.9;67.41;82.599;82.599;;83.49;76.182;69.531;69.286;71.119;85.285;82.812;66;67.4;71;74;68
O3;uur;µg/m³;20100603 20:00;20100603 21:00;;;;;;;107.244;70.373;73.944;100.496;91.841;63.114;65.523;;62.698;;54.256;45.75;;;;67.911;54.043;65.256;59.586;;72.686;62.506;56.409;64.638;73.027;74.519;;67.825;;53.32;59.085;72.26;73.528;;63.24;68.977;65.747;58.68;63.903;74.914;71.684;60;58.7;63;65;50
O3;uur;µg/m³;20100603 21:00;20100603 22:00;62.4;69.5;62.5;57.9;58.3;65;85.157;59.927;38.192;95.71;77.461;52.465;53.712;39.365;52.519;;45.718;50.088;;;;56.399;56.089;56.335;54.139;;63.114;57.944;49.63;64.606;66.131;62.847;;62.773;;48.16;51.645;59.532;63.977;;46.86;63.38;63.114;55.386;53.99;65.011;68.38;57;53.2;58;59;43
O3;uur;µg/m³;20100603 22:00;20100603 23:00;57.3;63.4;56.4;50;45.9;54.9;74.786;53.99;31.211;87.065;66.365;42.915;36.86;36.796;43.202;;36.647;38.917;;;;51.634;51.357;50.024;46.581;;59.298;55.759;46.443;67.623;65.672;56.388;;57.55;;51;40.708;56.825;54.81;;58.23;60.748;57.326;58.339;40.708;55.301;59.916;55;53.2;53;53;39
O3;uur;µg/m³;20100603 23:00;20100604 00:00;45.2;56.4;52;53.2;50.6;48;66.983;49.598;32.564;77.568;61.43;37.777;33.545;51.538;47.733;;36.018;28.066;;;;50.685;52.785;49.662;44.812;;58.285;57.347;44.023;68.454;63.785;55.301;;52.337;;49.31;36.711;55.663;50.749;;58.19;54.011;56.708;56.292;33.033;45.068;52.018;57;50.5;52;55;43
O3;uur;µg/m³;20100604 00:00;20100604 01:00;35.2;51.5;52.9;54;48.8;49.9;55.002;;24.964;63.455;49.822;;28.13;54.608;46.784;;43.437;30.539;;;;53.457;53.329;39.45;39.418;;47.253;54.384;44.13;71.695;70.469;52.359;;46.752;;48.18;35.304;34.995;48.372;;53.74;43.618;52.284;59.49;8.154;;36.135;59;54.3;56;59;46
O3;uur;µg/m³;20100604 01:00;20100604 02:00;21.7;45.7;51;50.6;46.2;57.6;52.572;36.029;22.054;56.399;45.697;38.523;23.824;50.813;43.693;;45.974;32.735;;;;51.016;50.877;32.287;36.967;;41.401;53.265;40.751;66.067;70.341;48.084;;48.159;;49.65;35.368;30.368;45.771;;51.32;35.805;49.545;55.258;9.711;53.339;34.941;56;56.7;56;55;54
O3;uur;µg/m³;20100604 02:00;20100604 03:00;28.7;39.5;47.5;43.3;46;56;43.415;31.285;9.561;51.271;42.104;32.053;20.104;44.609;38.033;;41.945;31.861;;;;48.841;46.187;31.584;39.493;;39.226;51.218;37.83;53.084;66.973;46.773;;45.142;;47.2;36.018;23.045;42.776;;45.44;15.552;47.445;55.087;9.796;60.247;40.516;56;51.2;54;55;44
O3;uur;µg/m³;20100604 03:00;20100604 04:00;17.5;36.1;43.2;35.8;44.7;53.8;37.627;31.722;12.056;47.978;36.657;23.77;19.762;40.143;33.364;;37.126;24.772;;;;46.016;39.354;21.948;38.16;;32.756;46.528;35.389;53.062;65.171;48.628;;41.934;;42.13;36.156;21.329;37.201;;42.18;8.57;48.361;51.751;11.043;65.651;51.41;54;50.3;58;54;43
O3;uur;µg/m³;20100604 04:00;20100604 05:00;12.9;38.8;36.9;21.9;36.1;48;30.294;28.375;8.538;42.307;26.446;22.054;18.59;35.677;31.083;;32.639;27.011;;;;45.984;28.908;19.848;32.01;;20.466;39.024;24.826;50.675;58.424;43.81;;39.28;;37.37;31.456;13.282;9.487;;34.82;2.718;40.239;44.524;14.88;59.937;34.014;42;35;55;47;45
O3;uur;µg/m³;20100604 05:00;20100604 06:00;8.8;34.1;33.1;6.7;28;42.2;27.821;29.835;;34.408;20.37;23.131;16.927;33.502;27.405;;30.496;23.834;;;;41.092;13.527;22.385;28.354;;24.676;39.109;14.87;59.767;48.639;34.248;;36.54;;22.97;28.706;15.126;18.888;;30.27;3.816;43.639;45.089;20.093;26.563;30.965;35;27.7;38;39;27
O3;uur;µg/m³;20100604 06:00;20100604 07:00;16.8;35.7;33.2;19.5;25.8;43.4;28.908;34.078;;33.524;26.254;28.055;23.28;32.351;25.646;;33.14;22.63;;;;40.015;19.645;30.283;26.179;;38.917;45.537;11.256;76.3;33.737;50.515;;40.548;;22.15;38.118;30.55;38.235;;34.29;31.37;54.981;51.239;41.006;60.183;60.716;44;29.3;50;46;46
O3;uur;µg/m³;20100604 07:00;20100604 08:00;19.9;44.4;40.5;35.6;37;50.2;36.029;39.738;;34.813;32.895;38.48;28.173;32.65;30.869;;37.084;29.377;;;;41.124;45.803;33.428;30.102;;50.738;45.164;22.097;81.864;48.809;62.56;;54.981;;49.49;49.31;42.584;61.472;;47.94;52.838;55.386;55.588;57.731;75.649;66.994;51;35.6;50;57;56
O3;uur;µg/m³;20100604 08:00;20100604 09:00;40;59.7;42.5;46.6;51.7;57.8;39.653;38.15;;40.399;37.777;42.808;35.442;40.442;40.079;;40.25;32.49;;;;44.748;48.788;40.015;42.019;;61.206;52.828;27.629;85.946;49.555;68.444;;59.49;;51.57;60.055;57.912;68.06;;57.78;59.639;58.029;68.209;61.238;76.918;78.229;57;39.6;58;59;57
O3;uur;µg/m³;20100604 09:00;20100604 10:00;53.3;60.1;47.7;56.8;54.4;55.5;47.136;48.116;;52.05;44.535;53.371;45.505;44.364;50.312;;46.858;33.833;;;;54.736;53.798;47.743;53.84;;65.129;61.249;35.613;82.002;48.564;72.121;;63.732;;59.02;62.41;62.378;74.466;;64.63;67.943;64.521;73.027;63.7;79.316;80.212;69;58.6;69;61;66
O3;uur;µg/m³;20100604 10:00;20100604 11:00;56.9;64.1;61.3;63.4;63;69.8;61.014;59.117;;73.88;60.108;63.199;65.107;49.033;65.523;;56.729;29.505;;;;52.519;61.057;54.341;;;69.936;67.665;36.881;82.461;61.227;77.621;;69.35;;67.73;68.55;68.977;77.621;;71.94;73.848;69.073;76.236;61.281;81.597;84.55;75;56.9;66;66;68
