Day,NL10636,NL10639,NL10641,NL10643,Average_o3
2010-01-01,,37.75117391304348,43.39420833333333,,40.572691123188406
2010-01-02,,5.537260869565217,7.384652173913044,,6.4609565217391305
2010-01-03,,20.050695652173914,22.724041666666665,,21.38736865942029
2010-01-04,,2.61315,1.4526111111111113,,2.032880555555556
2010-01-05,,1.0739583333333333,1.124125,,1.0990416666666667
2010-01-06,,2.9512666666666667,1.8947083333333332,,2.4229875
2010-01-07,,4.335909090909091,3.001875,,3.6688920454545455
2010-01-08,,,13.269,,13.269
2010-01-09,,,46.067499999999995,,46.067499999999995
2010-01-10,,,48.299791666666664,,48.299791666666664
2010-01-11,,29.80673913043478,41.479083333333335,,35.64291123188406
2010-01-12,,13.297500000000001,15.079749999999999,,14.188625
2010-01-13,,6.1092,6.636291666666668,,6.372745833333334
2010-01-14,,2.4387916666666665,3.8547083333333334,,3.14675
2010-01-15,,1.1592173913043478,1.030375,,1.094796195652174
2010-01-16,,8.212958333333333,9.589375,,8.901166666666667
2010-01-17,,10.580708333333332,13.899791666666667,,12.24025
2010-01-18,,3.8168333333333333,8.838523809523808,,6.327678571428571
2010-01-19,,1.9627083333333333,4.400458333333334,,3.1815833333333337
2010-01-20,,4.493375,4.484958333333333,,4.489166666666667
2010-01-21,,4.15625,2.7159583333333335,,3.4361041666666665
2010-01-22,,1.1760833333333334,1.301,,1.2385416666666667
2010-01-23,,2.837173913043478,3.0388333333333333,,2.938003623188406
2010-01-24,,2.040086956521739,2.63425,,2.3371684782608697
2010-01-25,,0.5831428571428571,8.94275,,4.7629464285714285
2010-01-26,,,18.599666666666668,,18.599666666666668
2010-01-27,,7.192304347826087,10.014416666666667,,8.603360507246377
2010-01-28,,41.12878260869565,44.99214285714286,,43.060462732919255
2010-01-29,,30.086043478260873,34.486916666666666,,32.28648007246377
2010-01-30,,39.54104347826087,34.196958333333335,,36.8690009057971
2010-01-31,,34.34478260869565,38.57845833333334,,36.4616204710145
2010-02-01,,21.5745,22.131,,21.85275
2010-02-02,,20.815041666666666,23.720125,,22.267583333333334
2010-02-03,,22.979416666666665,23.856958333333335,,23.418187500000002
2010-02-04,,2.7359333333333336,6.656375,,4.696154166666666
2010-02-05,,1.9278666666666668,2.564583333333333,,2.246225
2010-02-06,,,7.822208333333333,,7.822208333333333
2010-02-07,,21.734826086956524,20.814583333333335,,21.27470471014493
2010-02-08,,25.443833333333334,28.0865,,26.765166666666666
2010-02-09,,44.30065217391304,44.62004166666667,,44.46034692028986
2010-02-10,,45.60058333333333,48.431625,,47.016104166666665
2010-02-11,,58.69083333333333,60.548624999999994,,59.61972916666666
2010-02-12,,,49.14529166666667,,49.14529166666667
2010-02-13,,49.09020833333333,47.5845,,48.337354166666664
2010-02-14,,,35.15804166666667,,35.15804166666667
2010-02-15,,,22.26325,,22.26325
2010-02-16,,39.1916,26.385916666666663,,32.788758333333334
2010-02-17,,,11.945583333333333,,11.945583333333333
2010-02-18,,9.06875,5.969291666666667,,7.519020833333333
2010-02-19,,,30.189041666666668,,30.189041666666668
2010-02-20,,,18.010375,,18.010375
2010-02-21,,,22.942375,,22.942375
2010-02-22,,10.313375,12.024625,,11.169
2010-02-23,,35.68570833333333,41.365291666666664,,38.525499999999994
2010-02-24,,13.051041666666668,14.499416666666667,,13.775229166666668
2010-02-25,,23.021285714285714,27.031625000000002,,25.026455357142858
2010-02-26,,32.52908333333333,34.40383333333333,,33.466458333333335
2010-02-27,,,38.62016666666667,,38.62016666666667
2010-02-28,,40.605125,43.483000000000004,,42.0440625
2010-03-01,,34.59878260869565,39.10125,,36.850016304347825
2010-03-02,,18.38321739130435,18.01429166666667,,18.19875452898551
