Day,NL10636,NL10639,NL10641,NL10643,Average_no2
2012-01-01,,15.630416666666667,31.45,,23.540208333333332
2012-01-02,,32.794999999999995,47.309583333333336,,40.05229166666666
2012-01-03,,21.330416666666668,,,21.330416666666668
2012-01-04,,20.104583333333334,27.74,,23.922291666666666
2012-01-05,,13.213333333333333,21.52875,,17.371041666666667
2012-01-06,,27.80333333333333,36.515,,32.159166666666664
2012-01-07,,16.247083333333332,24.61916666666667,,20.433125
2012-01-08,,16.2375,26.67,,21.45375
2012-01-09,,42.837916666666665,47.04791666666667,,44.94291666666667
2012-01-10,,51.24875,64.71666666666667,,57.982708333333335
2012-01-11,54.40777777777778,48.81583333333333,54.51499999999999,,52.579537037037035
2012-01-12,29.155833333333334,28.297083333333333,40.009166666666665,,32.48736111111111
2012-01-13,27.939166666666665,32.755833333333335,49.42458333333334,,36.70652777777778
2012-01-14,36.42666666666667,43.22125,50.757083333333334,,43.468333333333334
2012-01-15,42.25416666666667,50.99625,36.105,,43.118472222222216
2012-01-16,57.143750000000004,66.48916666666666,39.57958333333333,,54.40416666666666
2012-01-17,80.88956521739131,88.0805,89.09708333333333,,86.02238285024156
2012-01-18,52.44318181818182,54.69416666666667,67.32791666666667,,58.15508838383838
2012-01-19,45.91863636363637,42.474583333333335,49.53681818181818,,45.9766792929293
2012-01-20,40.715,33.21375,44.44434782608696,,39.45769927536232
2012-01-21,21.800454545454546,20.137916666666666,27.699166666666667,,23.212512626262626
2012-01-22,15.925,,18.970416666666665,,17.44770833333333
2012-01-23,40.540454545454544,39.235,41.12208333333333,,40.299179292929296
2012-01-24,71.83545454545455,64.94,69.75692307692307,,68.84412587412588
2012-01-25,51.43454545454545,50.86333333333334,44.28277777777778,,48.860218855218854
2012-01-26,49.76909090909091,47.96,46.75583333333333,,48.16164141414142
2012-01-27,57.218636363636364,60.16083333333333,72.20458333333333,,63.194684343434346
2012-01-28,42.84772727272727,48.673750000000005,33.41565217391304,,41.64570981554677
2012-01-29,13.728636363636362,18.80333333333333,14.065454545454545,,15.532474747474746
2012-01-30,36.89,41.093333333333334,32.449090909090906,,36.81080808080808
2012-01-31,27.947727272727274,38.800000000000004,26.1,,30.949242424242424
2012-02-01,20.66857142857143,29.541666666666668,16.298333333333332,,22.16952380952381
2012-02-02,22.98,30.340416666666666,,,26.660208333333333
2012-02-03,58.45809523809523,59.01916666666667,49.594,,55.690420634920635
2012-02-04,58.40761904761904,62.99333333333333,56.571363636363635,,59.32410533910534
2012-02-05,51.228095238095236,54.01416666666666,41.531666666666666,,48.92464285714286
2012-02-06,67.75619047619047,72.51583333333333,54.185,,64.81900793650793
2012-02-07,39.855000000000004,45.23833333333334,,,42.54666666666667
2012-02-08,21.770454545454545,30.85875,,,26.31460227272727
2012-02-09,46.73727272727273,49.90291666666667,,,48.320094696969704
2012-02-10,34.828947368421055,48.96421052631579,,,41.896578947368425
2012-02-11,35.2115,42.967727272727274,,,39.08961363636364
2012-02-12,55.937,55.73636363636364,,,55.836681818181816
2012-02-13,61.985238095238095,59.086190476190474,,,60.535714285714285
2012-02-14,26.169583333333332,30.43875,,,28.304166666666667
2012-02-15,11.641666666666666,24.61583333333333,,,18.128749999999997
2012-02-16,48.68416666666667,44.22541666666667,,,46.454791666666665
2012-02-17,48.26,44.99375,,,46.626875
2012-02-18,20.862608695652174,21.04190476190476,,,20.952256728778465
2012-02-19,25.20521739130435,17.029,,,21.117108695652174
2012-02-20,50.92727272727273,60.202,,,55.56463636363637
2012-02-21,42.87045454545454,44.38545454545454,,,43.62795454545454
2012-02-22,34.9225,36.91695652173913,,,35.91972826086956
2012-02-23,41.270833333333336,37.28333333333333,,,39.27708333333334
2012-02-24,46.774166666666666,39.864583333333336,,,43.319375
2012-02-25,40.6175,32.90541666666667,,,36.76145833333334
2012-02-26,23.877916666666664,19.462083333333336,,,21.67
2012-02-27,46.51291666666666,43.72291666666666,,,45.11791666666666
2012-02-28,47.791666666666664,39.96333333333333,52.18333333333333,,46.64611111111111
2012-02-29,47.20875,40.750416666666666,54.33208333333334,,47.43041666666667
2012-03-01,44.677727272727275,50.345,57.001666666666665,,50.67479797979798
2012-03-02,40.21625,46.41,31.42458333333333,,39.35027777777778
2012-03-03,37.86,40.77166666666667,36.80166666666667,,38.47777777777778
2012-03-04,27.980416666666667,29.2525,24.8125,,27.348472222222224
2012-03-05,30.677916666666665,31.77625,15.780833333333334,,26.078333333333333
2012-03-06,39.21875,45.276250000000005,38.3025,,40.932500000000005
2012-03-07,47.67583333333334,46.14833333333333,56.245000000000005,,50.02305555555555
2012-03-08,37.63434782608696,39.44888888888889,51.79333333333333,,42.95885668276972
2012-03-09,46.70090909090909,45.949999999999996,59.77583333333333,,50.80891414141414
2012-03-10,34.70727272727272,28.02125,41.445,,34.72450757575757
2012-03-11,27.382272727272724,24.332916666666666,41.92166666666667,,31.21228535353535
2012-03-12,34.79409090909091,34.52791666666666,50.372083333333336,,39.8980303030303
2012-03-13,20.671818181818182,33.40375,41.004583333333336,,31.69338383838384
2012-03-14,28.93826086956522,44.03208333333333,31.76521739130435,,34.911853864734304
2012-03-15,58.47666666666667,61.73291666666666,41.367916666666666,,53.85916666666666
2012-03-16,57.36208333333334,55.138749999999995,63.209583333333335,,58.57013888888889
2012-03-17,28.133333333333336,32.872083333333336,46.399166666666666,,35.80152777777778
2012-03-18,18.105,19.335,27.910833333333333,,21.78361111111111
2012-03-19,51.27478260869565,44.65083333333333,57.11708333333333,,51.01423309178744
2012-03-20,51.746818181818185,50.470416666666665,65.13458333333334,,55.7839393939394
2012-03-21,54.01545454545454,58.94875,61.76291666666666,,58.24237373737373
2012-03-22,23.666521739130438,34.492916666666666,17.4675,,25.208979468599036
2012-03-23,27.2325,40.11541666666667,22.509583333333335,,29.9525
2012-03-24,17.041666666666668,24.342916666666667,16.910416666666666,,19.43166666666667
2012-03-25,9.900869565217391,16.085416666666667,11.4275,,12.471262077294687
2012-03-26,20.653181818181817,29.667916666666667,26.044583333333332,,25.45522727272727
2012-03-27,32.690000000000005,42.270833333333336,62.51208333333333,,45.824305555555554
2012-03-28,43.53,44.85833333333333,73.02333333333333,,53.80388888888888
2012-03-29,35.58166666666667,37.75833333333333,57.5225,,43.62083333333334
2012-03-30,18.80666666666667,24.033749999999998,46.73041666666666,,29.85694444444444
2012-03-31,12.255416666666667,18.95,31.900833333333335,,21.035416666666666
2012-04-01,28.381249999999998,23.978333333333335,39.54291666666666,,30.63416666666667
2012-04-02,52.708333333333336,51.92416666666667,59.627916666666664,,54.75347222222223
2012-04-03,54.47,62.33583333333333,65.13041666666668,,60.64541666666668
2012-04-04,26.810833333333335,35.22166666666667,20.819583333333334,,27.617361111111112
2012-04-05,18.040833333333335,27.95375,16.077083333333334,,20.69055555555556
2012-04-06,29.443749999999998,30.64,57.98458333333334,,39.35611111111111
2012-04-07,9.100833333333332,17.451249999999998,33.9675,,20.173194444444444
2012-04-08,23.587083333333336,22.363333333333333,39.01291666666667,,28.32111111111111
2012-04-09,18.044166666666666,17.190416666666668,27.875,,21.036527777777778
2012-04-10,36.439166666666665,41.303333333333335,55.150416666666665,,44.29763888888889
2012-04-11,34.63333333333333,40.07791666666667,63.297083333333326,,46.00277777777777
2012-04-12,46.45166666666666,51.55904761904762,55.98374999999999,,51.331488095238086
2012-04-13,42.32666666666666,41.59791666666667,55.615833333333335,,46.51347222222222
2012-04-14,12.252916666666666,20.262083333333333,31.493333333333336,,21.336111111111112
2012-04-15,5.4504166666666665,12.218333333333334,18.534166666666668,,12.067638888888888
2012-04-16,22.881249999999998,33.590526315789475,64.018,,40.163258771929826
2012-04-17,43.982499999999995,51.05583333333333,60.2042105263158,,51.74751461988304
2012-04-18,23.63,30.815416666666664,24.938333333333333,,26.461249999999996
2012-04-19,28.974166666666665,41.36,28.309583333333332,,32.88125
2012-04-20,40.12083333333333,49.787083333333335,58.55583333333333,,49.48791666666667
2012-04-21,26.964166666666667,30.453333333333333,43.02333333333333,,33.48027777777778
2012-04-22,19.788333333333334,22.177916666666665,37.25833333333333,,26.408194444444444
2012-04-23,28.58,32.834583333333335,38.985,,33.46652777777778
2012-04-24,32.255,35.10666666666666,35.1175,,34.15972222222222
2012-04-25,25.711249999999996,30.415000000000003,26.3625,,27.49625
2012-04-26,24.03125,31.277916666666666,48.06913043478261,,34.45943236714976
2012-04-27,33.705,41.58958333333333,49.3125,,41.53569444444444
2012-04-28,14.010833333333332,21.152083333333334,14.229583333333332,,16.464166666666667
2012-04-29,27.922916666666666,32.3175,26.582083333333333,,28.940833333333334
2012-04-30,27.84875,40.66291666666667,20.93375,,29.815138888888892
2012-05-01,30.48375,32.17260869565217,35.26541666666667,,32.64059178743961
2012-05-02,31.592916666666667,32.377826086956524,36.095416666666665,,33.35538647342995
2012-05-03,42.6475,43.63956521739131,55.25,,47.179021739130434
2012-05-04,29.590416666666666,29.05086956521739,46.01666666666667,,34.885984299516906
2012-05-05,6.71625,,12.265,,9.490625
2012-05-06,7.713333333333334,,6.230833333333333,,6.972083333333334
2012-05-07,31.803749999999997,38.6775,18.656521739130437,,29.71259057971015
2012-05-08,44.17958333333333,49.5115,43.29791666666667,,45.663000000000004
2012-05-09,35.007083333333334,37.79210526315789,43.63625,,38.811812865497075
2012-05-10,27.760833333333334,30.743478260869566,37.962916666666665,,32.155742753623194
2012-05-11,20.083333333333332,22.81958333333333,30.075833333333332,,24.326249999999998
2012-05-12,18.825652173913046,20.60125,37.11083333333333,,25.51257850241546
2012-05-13,33.05434782608695,33.464166666666664,43.150416666666665,,36.55631038647343
2012-05-14,34.78,38.79458333333333,54.04583333333333,,42.54013888888888
2012-05-15,28.350416666666664,32.329166666666666,45.83916666666667,,35.50625
2012-05-16,23.797083333333333,22.037916666666664,40.722500000000004,,28.852500000000003
2012-05-17,25.3625,32.37416666666667,31.58875,,29.77513888888889
2012-05-18,34.655833333333334,43.33375,25.317083333333333,,34.43555555555556
2012-05-19,20.566666666666666,27.35875,32.77291666666667,,26.89944444444444
2012-05-20,13.612083333333333,20.683333333333334,16.848333333333333,,17.047916666666666
2012-05-21,11.292083333333332,23.633333333333336,24.344166666666666,,19.75652777777778
2012-05-22,15.022499999999999,27.42958333333333,25.324782608695653,,22.592288647342993
2012-05-23,36.045,32.65,48.83391304347826,,39.17630434782608
2012-05-24,19.711666666666666,30.597916666666666,19.183913043478263,,23.164498792270535
2012-05-25,13.70875,25.66208333333333,10.546956521739132,,16.639263285024153
2012-05-26,14.15625,24.29041666666667,10.784782608695652,,16.41048309178744
2012-05-27,9.104166666666666,16.705416666666668,9.87,,11.893194444444445
2012-05-28,16.415416666666665,13.29125,39.98583333333333,,23.230833333333333
2012-05-29,,26.961249999999996,31.11125,,29.036249999999995
2012-05-30,40.9075,35.874583333333334,44.930416666666666,,40.57083333333333
2012-05-31,39.81166666666667,34.751666666666665,43.107499999999995,,39.223611111111104
2012-06-01,26.296086956521737,27.66125,52.731249999999996,,35.56286231884058
2012-06-02,15.29391304347826,24.963333333333335,24.412499999999998,,21.556582125603864
2012-06-03,14.064347826086957,21.29375,12.292499999999999,,15.883532608695651
2012-06-04,20.89,33.49,25.9325,,26.770833333333332
2012-06-05,41.29238095238095,42.66958333333333,39.99458333333333,,41.318849206349206
2012-06-06,37.300000000000004,36.33583333333333,34.79208333333333,,36.14263888888889
2012-06-07,34.94625,39.156666666666666,30.817916666666665,,34.973611111111104
2012-06-08,20.124166666666667,25.221249999999998,30.236666666666665,,25.194027777777777
2012-06-09,14.081666666666665,18.37125,19.049583333333334,,17.1675
2012-06-10,13.316666666666668,17.95875,25.53125,,18.935555555555556
2012-06-11,31.333333333333332,42.94958333333333,17.620833333333334,,30.634583333333335
2012-06-12,9.219583333333334,19.29619047619048,13.805,,14.106924603174605
2012-06-13,23.089166666666667,24.395833333333332,49.75208333333333,,32.41236111111111
2012-06-14,29.14857142857143,33.38875,28.86086956521739,,30.466063664596273
2012-06-15,39.30041666666667,42.18666666666667,37.138333333333335,,39.54180555555556
2012-06-16,17.118333333333332,20.794583333333332,23.75375,,20.555555555555554
2012-06-17,15.211666666666666,20.390833333333333,23.70875,,19.770416666666666
2012-06-18,31.15416666666667,31.483636363636364,38.455,,33.69760101010101
2012-06-19,31.92125,45.888749999999995,41.989999999999995,,39.93333333333333
2012-06-20,12.427083333333334,23.135,11.265416666666667,,15.609166666666667
2012-06-21,32.589166666666664,35.62791666666667,16.398333333333333,,28.205138888888893
2012-06-22,20.67875,23.39916666666667,27.964583333333334,,24.014166666666668
2012-06-23,14.11625,16.54625,20.1025,,16.921666666666667
2012-06-24,18.629583333333333,19.04375,23.310833333333335,,20.328055555555554
2012-06-25,28.503333333333334,20.144166666666667,32.013333333333335,,26.886944444444442
2012-06-26,31.92833333333333,34.40833333333334,47.935,,38.09055555555556
2012-06-27,33.29625,31.680833333333336,36.83416666666667,,33.937083333333334
2012-06-28,41.78958333333333,44.280833333333334,24.316666666666666,,36.79569444444444
2012-06-29,34.78625,37.76,44.11708333333333,,38.88777777777778
2012-06-30,22.25583333333333,23.70125,32.407916666666665,,26.121666666666666
2012-07-01,12.727083333333333,14.312083333333334,24.87375,,17.304305555555555
2012-07-02,31.986666666666668,36.94833333333333,34.808749999999996,,34.581250000000004
2012-07-03,49.567499999999995,50.520833333333336,45.86541666666667,,48.651250000000005
2012-07-04,42.181666666666665,50.22125,24.65833333333333,,39.02041666666667
2012-07-05,35.44416666666667,45.084583333333335,39.48375,,40.00416666666667
2012-07-06,36.20333333333333,42.05625,35.77916666666667,,38.01291666666666
2012-07-07,24.315833333333334,30.60666666666667,28.24208333333333,,27.721527777777776
2012-07-08,19.2475,23.043333333333333,21.870416666666667,,21.387083333333333
2012-07-09,24.284166666666668,25.384583333333335,32.14875,,27.272499999999997
2012-07-10,27.417916666666667,28.745,40.23458333333333,,32.1325
2012-07-11,20.456666666666667,22.027916666666666,28.682916666666667,,23.7225
2012-07-12,32.12083333333333,28.301666666666666,37.67625,,32.69958333333333
2012-07-13,25.797083333333333,27.808333333333334,29.89333333333333,,27.832916666666666
2012-07-14,18.22681818181818,19.482083333333332,28.85375,,22.187550505050506
2012-07-15,16.43166666666667,14.737499999999999,25.580416666666665,,18.916527777777777
2012-07-16,21.88208333333333,23.10083333333333,31.6975,,25.560138888888886
2012-07-17,26.004166666666666,20.758333333333333,26.659166666666664,,24.47388888888889
2012-07-18,15.194166666666666,16.732499999999998,22.06458333333333,,17.997083333333332
2012-07-19,21.5925,17.802916666666665,24.46375,,21.28638888888889
2012-07-20,20.603333333333335,24.811666666666667,39.37791666666667,,28.264305555555563
2012-07-21,15.200000000000001,23.9175,31.735833333333332,,23.617777777777775
2012-07-22,25.03833333333333,30.58375,29.219583333333333,,28.280555555555555
2012-07-23,36.065,42.66958333333333,42.699999999999996,,40.47819444444443
2012-07-24,39.32416666666666,55.64136363636363,25.25125,,40.072260101010095
2012-07-25,22.50583333333333,35.42958333333333,38.85208333333333,,32.262499999999996
2012-07-26,9.880416666666667,18.6025,9.049166666666666,,12.510694444444445
2012-07-27,27.928749999999997,31.968333333333334,41.7925,,33.89652777777778
2012-07-28,14.22875,20.74625,21.032500000000002,,18.66916666666667
2012-07-29,17.516666666666666,16.54,19.726666666666667,,17.927777777777777
2012-07-30,20.973333333333333,24.765416666666667,27.396666666666665,,24.378472222222218
2012-07-31,34.93083333333333,37.361666666666665,41.083333333333336,,37.79194444444445
2012-08-01,28.476249999999997,34.25260869565217,23.55125,,28.760036231884055
2012-08-02,27.41541666666667,31.598333333333333,34.376666666666665,,31.13013888888889
2012-08-03,28.32375,32.47208333333334,31.846249999999998,,30.880694444444444
2012-08-04,21.620416666666667,25.851250000000004,27.235,,24.902222222222225
2012-08-05,18.351666666666667,22.169166666666666,16.580833333333334,,19.033888888888885
2012-08-06,21.06833333333333,23.018749999999997,26.541666666666668,,23.542916666666667
2012-08-07,25.444999999999997,26.89125,27.72375,,26.686666666666664
2012-08-08,29.20583333333333,30.214583333333334,37.14,,32.18680555555556
2012-08-09,15.89625,23.95125,24.270833333333332,,21.37277777777778
2012-08-10,15.52875,26.883333333333336,19.71708333333333,,20.709722222222222
2012-08-11,14.96875,25.857916666666668,17.844583333333333,,19.557083333333335
2012-08-12,14.277916666666668,20.02375,8.64625,,14.315972222222223
2012-08-13,38.59916666666667,45.34625,24.85291666666667,,36.26611111111111
2012-08-14,40.17125,51.645833333333336,32.13333333333333,,41.316805555555554
2012-08-15,33.79208333333333,41.99333333333333,18.455000000000002,,31.41347222222222
2012-08-16,39.84916666666667,40.711666666666666,44.92913043478261,,41.829987922705314
2012-08-17,45.965,48.64625,30.48428571428571,,41.69851190476191
2012-08-18,38.135416666666664,44.306666666666665,,,41.221041666666665
2012-08-19,36.654583333333335,39.29083333333333,,,37.97270833333333
2012-08-20,36.427083333333336,32.904782608695655,48.175384615384615,,39.16908351913787
2012-08-21,35.02458333333333,35.17875,39.23375,,36.47902777777778
2012-08-22,25.73875,26.15875,31.030833333333334,,27.64277777777778
2012-08-23,27.894583333333333,28.503333333333334,43.1175,,33.17180555555556
2012-08-24,36.47375,41.26083333333333,37.45458333333333,,38.396388888888886
2012-08-25,19.10291666666667,21.670833333333334,20.659583333333334,,20.477777777777778
2012-08-26,18.8075,16.056250000000002,21.307083333333335,,18.72361111111111
2012-08-27,38.18333333333333,40.63708333333333,28.240416666666665,,35.68694444444444
2012-08-28,41.810833333333335,44.94833333333333,38.753750000000004,,41.83763888888888
2012-08-29,36.605,39.58708333333333,35.27375,,37.155277777777776
2012-08-30,39.8725,41.28916666666667,43.214999999999996,,41.458888888888886
2012-08-31,16.3725,21.945416666666663,49.432,,29.249972222222222
2012-09-01,38.692083333333336,39.153749999999995,41.51291666666666,,39.786249999999995
2012-09-02,29.547083333333333,28.1075,33.26125,,30.305277777777775
2012-09-03,31.98619047619048,39.66041666666667,35.246249999999996,,35.63095238095238
2012-09-04,41.46333333333333,42.46375,51.60333333333333,,45.17680555555555
2012-09-05,10.722083333333332,23.759999999999998,47.06791666666667,,27.183333333333334
2012-09-06,35.96666666666667,37.47125,53.22958333333333,,42.2225
2012-09-07,41.543181818181814,38.15291666666666,48.4225,,42.70619949494949
2012-09-08,46.093333333333334,49.643478260869564,,,47.868405797101445
2012-09-09,48.06375,50.84739130434782,,,49.45557065217391
2012-09-10,36.70291666666667,40.34130434782609,49.73875,,42.260990338164255
2012-09-11,33.774166666666666,34.5895652173913,41.14541666666667,,36.50304951690821
2012-09-12,35.11083333333333,32.99,41.80166666666667,,36.634166666666665
2012-09-13,25.61375,30.456521739130434,36.20375,,30.75800724637681
2012-09-14,34.840833333333336,31.671304347826084,34.312083333333334,,33.608073671497586
2012-09-15,35.02708333333333,35.44,37.350833333333334,,35.939305555555556
2012-09-16,30.554166666666664,30.125652173913043,34.97833333333333,,31.88605072463768
2012-09-17,30.993333333333336,30.46,35.78541666666667,,32.41291666666667
2012-09-18,35.097500000000004,34.17086956521739,40.28875,,36.519039855072464
2012-09-19,42.750416666666666,44.06636363636364,45.026923076923076,,43.947901126651125
2012-09-20,52.66291666666667,57.02826086956522,56.42791666666667,,55.37303140096619
2012-09-21,62.49666666666667,64.5495652173913,63.38833333333333,,63.478188405797106
2012-09-22,25.337083333333336,31.42304347826087,41.3325,,32.69754227053141
